id,2 Nodes,4 Nodes,8 Nodes,16 Nodes,32 Nodes,64 Nodes,128 Nodes,256 Nodes
0,15.326023,16.070763,15.604655083333332,15.823155583333339,19.75325252083333,23.389915635416667,33.288205614583326,934.8667888694164
1,14.020681333333334,15.3399705,15.217780916666664,15.912989833333336,22.96464652083334,27.267729229166665,34.86686327083333,1082.4481950650693
2,15.112638666666667,14.962235833333333,15.662570583333332,15.299012208333336,19.500032020833334,19.610360250000003,21.449963312500007,1073.5360685866663
3,15.491406,15.007178000000001,16.018648833333334,15.019397083333333,15.299141437500007,18.677319031249997,19.872003598958333,792.7270514563108
4,15.582005,17.384091666666666,16.77709816666667,15.426327749999999,15.279273166666671,21.0986758125,18.134560442708345,740.5672609812506
5,16.380230666666666,17.725149833333333,16.26133916666667,15.390028458333333,15.477488437499998,17.801103468749996,20.082231562499995,528.6114681531532
6,19.576946666666668,19.65606216666667,17.661094833333333,15.609234625000004,15.445401291666665,18.415985010416666,18.80633582291667,459.7559331730207
7,18.045664000000002,16.319990166666667,16.68208816666667,16.3121125,15.672365833333336,16.90742120833334,19.673918645833332,379.4333133246378
8,17.976283666666667,17.383496,16.96298525,16.80790379166667,16.4053043125,18.157298395833333,18.322177234374994,333.49935898850595
9,17.738978,16.594449666666666,16.720692333333336,17.13644458333333,16.101698041666662,17.47820527083333,17.382121343750004,352.77374945325755
10,17.46829333333333,16.0835185,17.32069266666667,16.5557265,15.653267437500006,17.22633586458333,19.237413973958333,340.5122824815865
11,17.531316,20.598014166666665,16.762892166666663,17.042497875000002,16.63202541666667,17.9106890625,18.384616812499996,250.33537187252136
12,18.46528066666667,16.880353500000002,16.375005166666668,16.874005458333336,16.397212854166664,16.61832632291667,18.59907184895834,256.92647308781864
13,16.217072666666667,16.912619333333335,16.840994333333338,16.360888791666667,16.03628697916667,16.616997645833326,17.716702104166664,289.9505031756373
14,17.354647666666665,16.000469666666667,16.288638,18.32665,16.31704464583333,17.21690094791667,18.212375520833326,249.96823967422083
15,18.61461,17.873684499999996,16.614317833333335,15.964577583333332,16.218175479166668,17.508931468749996,17.506346088541658,242.05377353541041
16,16.192277,16.259630166666668,16.92211633333333,18.19020516666667,16.13959672916667,16.66017133333333,17.777310078125005,215.6622018186968
17,18.266359666666666,17.248153666666667,17.662743833333337,16.324669125,16.41257604166667,16.68908203125,17.05755170833333,202.83897340111432
18,16.174792666666665,22.190332333333334,16.75532241666667,16.574263625,15.71955283333333,16.836663062499998,17.556885880208345,126.1197024083334
19,16.717353999999997,17.2048805,17.75026325,16.081551833333336,15.857920062500005,16.78176228125,17.709297390624993,237.7242659668508
20,18.098274666666665,16.1294935,17.245213333333336,17.24881916666667,16.83265475,16.798416812499998,17.843640067708332,200.33952355371906
21,18.525361666666665,21.88646833333333,16.823987,17.685512833333338,15.852262625,16.6718686875,17.496344911458326,176.52629096969702
22,18.394390333333334,16.77278683333333,16.499896749999998,17.59068166666667,16.85768366666667,16.85171075,17.264423322916684,171.94480410468313
23,17.410675666666666,15.957872000000002,17.856677166666667,16.444941458333332,15.928978770833332,16.762914885416667,17.27518198958333,163.17616294246568
24,16.739686666666667,16.077161,17.0454385,16.01157591666667,15.885750437499999,16.895659239583342,17.790369661458335,149.4024400712329
25,17.071644666666668,17.19228416666667,16.663829583333335,16.558617375,16.24458029166667,16.303146843750003,17.674552906249996,189.49003352876701
26,16.81296,16.74071916666667,17.380833666666664,16.632020541666666,16.335452583333332,17.822009864583332,17.055679130208347,201.41302854794517
27,16.791025333333334,17.369508666666665,17.694632333333335,17.237732875,16.270061333333327,17.03100158333333,18.10074845833334,130.53972358356168
28,17.319997333333333,20.692467500000003,16.9237655,15.689402666666668,15.910357208333332,16.984524833333335,17.319533932291673,224.5855344273972
29,18.040021666666664,16.6693525,16.207078916666664,16.694962958333335,15.887896312500002,16.401303281250005,18.059967697916658,261.2451318109588
30,17.11273233333333,17.952045,17.587999666666665,16.165922249999998,16.261205083333333,16.293341864583336,17.548415854166663,283.09151897534224
31,16.082048666666665,20.6216575,16.92829533333333,16.694426583333335,16.42624047916667,16.849964875000005,17.604139958333317,259.16611532328767
32,15.917062666666666,16.523678999999998,17.498056083333335,16.01816204166667,15.597542062500004,16.947875447916662,17.703689609375,277.163716705722
33,16.202927,16.3209835,16.552746250000002,16.450335583333334,16.007398500000004,17.142867072916665,17.79491087500001,251.51166645380434
34,16.110022666666666,16.37498516666667,16.79426425,16.024172458333336,15.870153875,16.834408052083337,17.27963615104167,369.5931345107528
35,15.745401666666666,20.772020166666668,16.254842416666666,16.79142316666667,15.876313125000001,16.66639240625,17.754486458333346,345.39131249061654
36,17.047325666666666,16.41046983333333,18.18716516666667,15.998413041666668,15.603775833333328,16.411634729166668,17.64513553645834,303.2227319360001
37,16.336759,16.4121785,16.915718583333334,16.716569666666665,16.01468027083334,16.7139371875,17.763110541666673,354.1526502369789
38,18.30379166666667,21.272381333333335,16.690651666666668,16.75619691666667,16.294568750000003,16.76468802083333,17.85781607291666,325.9540982682289
39,16.170342666666667,16.202529333333334,16.132096333333333,17.004152166666668,15.818918749999996,16.570247666666667,17.454550880208334,254.78827766406235
40,16.601403333333334,16.555309166666664,18.200020166666665,16.963382541666668,15.770609229166665,16.78663740625,17.897641911458322,231.5505171718751
41,16.376654333333335,16.474843166666666,17.72278558333333,16.274303166666666,17.315034979166665,16.56385757291667,17.563407630208335,162.9279889114584
42,16.283035,17.498493166666666,16.7298715,16.862163958333337,17.382070312499994,16.807948479166672,18.130129796875007,234.52704464062495
43,15.987158333333332,18.173853666666666,17.518341666666668,17.085959416666668,16.76574347916667,16.100871083333335,18.088631317708334,187.15435578125016
44,16.189019,16.630609833333335,17.7835425,16.126086333333333,16.14664008333333,16.155051645833332,17.82290263020833,174.14444372916668
45,17.450014666666664,16.967495000000003,16.967872833333335,15.759448083333332,15.9630179375,16.68222741666667,18.041107817708333,271.73323744531257
46,17.13864,17.584403499999997,16.763866083333333,16.800850708333332,16.04308687499999,16.225966270833336,17.87950097395834,399.5389944817709
47,16.075213333333334,17.257213500000002,17.628729250000003,16.100843875,16.16937425,16.74927514583334,17.564142734375007,404.3672271302083
48,15.619039333333333,16.781488999999997,16.333321750000003,16.47917429166667,16.4770633125,16.79915176041667,17.765333234375003,519.1079489765624
49,16.671101666666665,16.17769366666667,17.176071833333335,15.694906333333334,16.0316675625,16.650932531249996,17.931609078125,466.4847180729168
50,16.294399666666667,16.573230666666664,16.557077500000002,16.027976958333333,15.811627125,16.97888230208333,17.892919494791663,265.83709633072925
51,16.435703,16.803821,18.2444055,15.609771083333335,16.179039937500004,17.15137815625,17.739092307291667,256.10282584375
52,17.132997999999997,16.998847666666666,16.141692916666667,18.724431583333335,15.782728687499997,17.195090624999995,17.335423557291666,159.36495612500008
53,17.605622666666665,16.922672333333335,18.043855833333332,16.333560125,16.2703741875,17.004994093749996,18.697289093749994,185.51731729166673
54,18.15335,17.919182666666668,16.628623166666667,16.913742,15.947068645833333,17.054763885416662,17.627758260416673,247.36598133333325
55,18.906434666666666,16.581813666666665,16.888797083333333,17.092376958333336,15.455886791666662,17.279590104166665,18.456837755208337,237.2630325572916
56,17.257293333333333,16.606767833333333,16.416808,15.9939725,15.874808083333335,16.715578739583336,17.10195597395833,236.01598357552044
