id,Mean Message Latency (ms)
0,19.75325252083333
1,22.96464652083334
2,19.500032020833334
3,15.299141437500007
4,15.279273166666671
5,15.477488437499998
6,15.445401291666665
7,15.672365833333336
8,16.4053043125
9,16.101698041666662
10,15.653267437500006
11,16.63202541666667
12,16.397212854166664
13,16.03628697916667
14,16.31704464583333
15,16.218175479166668
16,16.13959672916667
17,16.41257604166667
18,15.71955283333333
19,15.857920062500005
20,16.83265475
21,15.852262625
22,16.85768366666667
23,15.928978770833332
24,15.885750437499999
25,16.24458029166667
26,16.335452583333332
27,16.270061333333327
28,15.910357208333332
29,15.887896312500002
30,16.261205083333333
31,16.42624047916667
32,15.597542062500004
33,16.007398500000004
34,15.870153875
35,15.876313125000001
36,15.603775833333328
37,16.01468027083334
38,16.294568750000003
39,15.818918749999996
40,15.770609229166665
41,17.315034979166665
42,17.382070312499994
43,16.76574347916667
44,16.14664008333333
45,15.9630179375
46,16.04308687499999
47,16.16937425
48,16.4770633125
49,16.0316675625
50,15.811627125
51,16.179039937500004
52,15.782728687499997
53,16.2703741875
54,15.947068645833333
55,15.455886791666662
56,15.874808083333335
57,16.43887175
58,15.665451687499994
59,16.51281116666667
60,15.447139770833337
61,15.627438750000001
62,15.770499937500004
63,15.999759229166672
64,16.059189979166664
65,15.934124604166662
66,15.982632812500002
67,16.026084562499996
68,16.274367749999993
69,15.516241312499993
70,15.698795354166668
71,16.08870420833333
72,15.755022604166667
73,15.766178562500002
74,15.71533570833333
75,16.415139041666663
76,16.8111075
77,16.173203812500002
78,15.82723358333333
79,16.037782083333337
80,16.02985960416666
81,15.955900083333331
82,16.063789416666665
83,16.085853291666663
84,15.95093310416666
85,15.935416020833335
86,15.71636395833334
87,15.990197645833335
88,16.368776541666662
89,15.631069854166663
90,15.492205833333335
91,15.749837020833333
92,15.612026145833331
93,15.785480458333337
94,16.011824250000004
95,16.14430545833334
96,15.636006979166668
97,16.13165933333333
98,16.288027124999996
99,15.800033979166663
100,16.379157645833335
101,17.162491999999997
102,16.30537197916667
103,16.3091916875
104,15.660499562500002
105,15.854790812499997
106,15.985096437500005
107,15.988305124999998
108,16.027579666666664
109,15.832404416666668
110,15.830099666666664
111,16.03038110416666
112,15.851904979166667
113,15.563915270833336
114,16.4725135625
115,16.021559687499998
116,15.739440875000001
117,15.870799604166661
118,15.383342854166665
119,16.231253729166664
120,15.815362375000001
121,15.8607315
122,16.869530062499997
123,16.189421250000002
124,16.13363622916667
125,15.697429583333331
126,15.749419625
127,16.27225179166666
128,16.277844687500004
129,15.961468229166668
130,15.550330208333333
131,15.820085854166663
132,15.879745291666666
133,15.775720312499999
134,16.327703958333334
135,16.8741295625
136,15.44024047916667
137,16.21470841666667
138,15.786016895833333
139,16.09929902083334
140,16.737009124999997
141,16.112168583333332
142,15.964741458333334
143,16.12932489583333
144,16.160676916666663
145,16.099105229166668
146,15.750517520833329
147,16.15255075
148,15.848100208333333
149,15.93023533333333
150,15.570784437499997
151,15.580097874999998
152,16.12039902083333
153,15.573034645833333
154,16.248861958333336
155,15.828520104166666
156,16.10172785416666
157,15.759160062499994
158,16.27400504166666
159,15.952527479166662
160,15.790328395833333
161,16.219839499999996
162,16.149803958333333
163,16.110057604166666
164,16.71755814583333
165,16.349380145833333
166,16.410176979166675
167,16.148810583333333
168,15.964115687499996
169,15.9291874375
170,16.36613910416666
171,15.909328979166672
172,15.945205979166667
173,16.324356291666668
174,16.39929922916666
175,16.02378975
176,15.7313843125
177,16.592542499999997
178,16.969362895833335
179,15.787084895833331
180,17.570093354166662
181,15.84894945833333
182,16.54486858333334
183,15.892227562500004
184,15.726372625000003
185,15.702356770833333
186,16.6231144375
187,15.624145666666664
188,16.255021062500003
189,16.152670125
190,16.615624270833333
191,16.174137687499996
192,16.063521250000004
193,16.409272958333332
194,15.875776666666669
195,17.239421583333336
196,16.612137416666666
197,15.870104249999997
198,15.548139875000004
199,16.12557966666667
200,16.168614125
201,15.99945622916667
202,15.977586354166673
203,16.51089891666667
204,16.86003310416667
205,16.008153625
206,16.195307187499992
207,16.86430475
208,18.039494729166666
209,16.184434291666665
210,16.021624208333332
211,15.921617625000005
212,15.848562104166662
213,16.030674104166664
214,16.123016812499998
215,15.77061404166667
216,16.36648179166666
217,16.337717562500007
218,15.586599645833337
219,15.953083812500003
220,15.732303312500001
221,16.713316250000002
222,16.139994125000005
223,16.351938166666667
224,16.698370291666663
225,17.2896285625
226,17.4222191875
227,16.396239416666667
228,16.302853708333334
229,16.950736395833335
230,17.19549789583333
231,15.974109375
232,15.580485291666662
233,16.28653208333333
234,15.879909166666666
235,16.631563395833336
236,16.115427104166663
237,16.21207108333333
238,16.129354625
239,15.871619229166656
240,16.184474041666665
241,15.748133208333334
242,16.365066187500002
243,15.920882375
244,15.78963302083333
245,16.28551866666667
246,16.742279125
247,16.001696333333328
248,15.879228729166664
249,15.315850583333331
250,15.845273916666669
251,16.81199660416667
252,16.560837645833338
253,15.844797083333333
254,16.125028354166666
255,16.109630479166665
256,15.971894020833332
257,16.205628708333332
258,16.533593229166662
259,16.0576403125
260,16.437962604166668
261,16.77231497916667
262,16.361440187499998
263,16.959602625
264,16.968776833333333
265,15.775725229166667
266,15.872389125000003
267,15.442977312499998
268,16.040787041666665
269,16.684407895833335
270,15.8849309375
271,16.18693766666667
272,16.070231791666668
273,15.951226145833337
274,16.710718500000002
275,16.156817562500002
276,16.560271291666663
277,16.513948645833327
278,16.697754520833332
279,16.552319125000007
280,15.893956187499997
281,15.7760580625
282,15.8514976875
283,15.834331541666666
284,15.947510791666664
285,15.918999875000003
286,16.04077714583333
287,16.738573625
288,15.858670104166668
289,16.54839025
290,16.019900645833335
291,15.884483895833336
292,15.584255291666667
293,15.614012895833339
294,16.10368995833333
295,15.52630447916666
296,15.224501520833336
297,15.85563016666667
298,15.328680479166664
299,15.417550999999998
300,15.516306020833339
301,16.549001125000004
302,16.22537277083333
303,16.273409208333337
304,16.2693759375
305,15.798683062500004
306,16.225670770833332
307,16.013165354166667
308,15.983129604166665
309,16.0330186875
310,16.124536625
311,16.11627147916667
312,15.51583422916667
313,16.409844104166666
314,16.237884791666662
315,16.14635179166666
316,16.24058195833333
317,16.283065000000004
318,15.906274354166667
319,16.158550895833333
320,15.98522072916667
321,16.059200083333334
322,16.292795541666663
323,16.657277895833335
324,16.822571479166665
325,16.096472791666663
326,16.029710604166663
327,15.746672833333335
328,16.103068999999994
329,16.534939416666663
330,16.05064677083333
331,16.31705466666667
332,16.041512291666667
333,15.713830770833333
334,15.695288770833338
335,16.27370714583333
336,16.522765166666662
337,16.08895760416667
338,15.928675729166665
339,16.005471500000002
340,16.26862083333333
341,16.232475770833336
342,15.816276291666666
