1_num	2_andr_10KHz_time_nanosec	3_andr_100KHz_time_nanosec	4_andr_1000KHz_time_nanosec	5_disc_10KHz_time_nanosec	6_disc_100KHz_time_nanosec	7_disc_1000KHz_time_nanosec	8_ram_10KHz_time_nanosec	9_two_10KHz_time_nanosec	10_two_100KHz_time_nanosec	11_two_1000KHz_time_nanosec
328	187280128	92899840	49360128	2620160	28270080	61410048	318019840	750080	88960000	190060032
329	187350016	92630016	54019840	2560000	27990016	61110016	317679872	790016	88760064	190020096
330	187069952	92770048	54459904	2889984	27660032	60819968	317070080	730112	90779904	189729792
331	188259840	92930048	53940224	2469888	27249920	60290048	315830016	740096	92269824	189649920
332	188009984	92649984	53659904	4790016	26649856	59990016	315200000	750080	94169856	189270016
333	194919936	92369920	54459904	3399936	26259968	59660032	315010048	740096	94339840	189100032
334	194650112	92099840	54180096	3440128	25839872	59369984	314669824	760064	94240000	189790208
335	194720000	91820032	54670080	3490048	25339904	58820096	314700032	790016	93959936	191639808
336	194409984	91539968	55529984	3649792	24999936	58550016	312840192	759808	93769984	193040128
337	194180096	91290112	62589952	3889920	24699904	58279936	312249856	739840	95000064	193730048
338	194569984	90509824	63560192	4190208	24379904	59680000	312070144	749824	95030016	194539776
339	196410112	90129920	63259904	4259840	35049984	59539968	311449856	739840	96000000	195319808
340	204009984	91120128	62750208	2030080	34610176	61229824	311389952	759808	95919872	196270080
341	213819904	91350016	62449920	1959936	34299904	60830208	311070208	740096	97049856	200269824
342	213890048	90950144	63310080	1689856	32339968	61459968	310629888	740096	97200128	201289984
343	213619968	90629888	63000064	1860096	31910144	63040000	310419968	740096	98089984	202739968
344	217890048	90670080	63580160	1830144	31609856	63000064	309939968	730112	98029824	203900160
345	217590016	91229952	64669952	1630208	31320064	65110016	309459968	760064	97760000	205059840
346	217280000	91660032	65689856	1519872	30909952	64390144	308770048	770048	97730048	205829888
347	217029888	91389952	66269952	1929984	30619904	64430080	308440064	750080	97550080	206950144
348	216750080	91119872	67650048	1789952	30419968	66870016	308260096	770048	97260032	208290048
349	219069952	95300096	71460096	2099968	30380032	67300096	308169984	740096	98739968	208199936
350	218820096	98320128	73529856	3749888	31660032	67010048	308079872	759808	100190208	208859904
351	220849920	98520064	74419968	6220032	32130048	66699776	308209920	749824	99929856	210630144
352	220580096	98139904	75970048	6370048	31849984	66540032	308140032	770048	100730112	212070144
353	220300032	99500032	75709952	9020160	31520000	67200000	308499968	750080	100780032	213590016
354	220019968	99219968	75430144	8679936	30970112	68099840	306949888	750080	100630016	214249984
355	220310016	98949888	75139840	8379904	30669824	68489984	307290112	729856	100620032	215729920
356	220049920	98539776	74860032	8570112	30109952	70550016	307250176	750080	100450048	216510208
357	230589952	98360064	74540032	8410112	29799936	70520064	306930176	729856	100169984	217639936
358	231909888	98080000	75189760	11630080	28880128	70240000	306350080	770048	100049920	218289920
359	231660032	97809920	79139840	12199936	28470016	69839872	306139904	750080	100179968	218339840
360	231390208	97530112	84560128	13550080	28049920	70380032	305829888	750080	99940096	218639872
361	231109888	97189888	85440000	13400064	27750144	70630144	305659904	750080	99789824	220600064
362	230840064	96839936	85969920	15049984	27409920	71909888	305609984	730112	99510016	221979904
363	230560000	96989952	85760000	14899968	26999808	71830016	305440256	750080	99290112	223379968
364	230230016	96559872	88239872	16549888	26530048	73260032	305270016	760064	99110144	226370048
365	229949952	96120064	90320128	17339904	26819840	73490176	305169920	740096	98850048	226249984
366	237229824	95749888	91739904	18010112	27409920	73239808	304860160	740096	98429952	226230016
367	246109952	95470080	93700096	22379776	27119872	72489984	304690176	750080	98299904	226109952
368	245840128	95190016	93440000	23059968	26690048	72160000	304499968	729856	98350080	225990144
369	245560064	94850048	96100096	22799872	26289920	71900160	304339968	750080	98020096	225880064
370	245289984	94360064	95830016	22499840	25850112	71620096	304230144	800000	97829888	225550080
371	245029888	94359808	95840000	22220032	25449984	71329792	304150016	740096	97629952	226279936
372	245139968	94020096	95549952	21929984	25159936	71069952	304120064	750080	97369856	226190080
373	245009920	93740032	97519872	21629952	24780032	71300096	304679936	730112	96999936	228030208
374	244730112	95369984	97250048	25649920	24329984	71620096	304839936	750080	96729856	227709952
375	244509952	97680128	96969984	30060032	24530176	73649920	304990208	760064	96549888	228989952
376	244239872	102249984	97300224	29310208	24120064	73880064	304859904	839936	96310016	229629952
377	244339968	103190016	98439936	28829952	23719936	73600000	304780032	739840	96640000	231079936
378	248130048	102919936	98039808	29839872	23270144	73479936	304689920	759808	101500160	230929920
379	247559936	103399936	97710080	29559808	22840064	72499968	305090048	749824	102020096	230800128
380	249420032	103580160	96950016	29270016	22550016	73289984	305199872	749824	101880064	230629888
381	249449984	103349760	96610048	28940032	22220032	71310080	305190144	749824	101519872	233070080
382	249169920	103520000	96310016	28640000	20809984	72430080	305060096	760064	101260032	232770048
383	248900096	109219840	95859968	28349952	22439936	71869952	304770048	729856	103170048	232689920
384	248580096	108960000	95559936	28059904	21419776	70579968	304579840	740096	104969984	232520192
385	248290048	108690176	95280128	27770112	21050112	70300160	304509952	750080	105040128	232199936
386	247879936	108400128	95009792	27449856	20729856	70000128	304400128	730112	105380096	232150016
387	247260160	108119808	94829824	28450048	20280064	69489920	304000000	740096	106680064	232099840
388	246969856	107849984	95640064	29039872	19990016	69200128	303670016	760064	106810112	231790080
389	246080000	107569920	95369984	29009920	19670016	73430016	303350016	790016	108310016	231460096
390	251109888	110889984	95380224	31030016	19379968	73149952	302779904	760064	109860096	232829952
391	250889984	112079872	95099904	33039872	19089920	73009920	302889984	760064	110279936	232739840
392	253750016	111849984	95589888	34520064	18759936	74060032	302830080	739840	111919872	232740096
393	253480192	111579904	96940032	35369984	19130112	73760000	302480128	739840	112829952	232520192
394	253199872	113199872	97000192	35069952	19059968	73469952	302159872	739840	114330112	232209920
395	252930048	112860160	98300160	38669824	18630144	72700160	302139904	759808	114370048	232060160
396	252640000	112509952	100019968	38619904	18729984	72470016	301680128	729856	113790208	232320000
397	252359936	112930048	100430080	38319872	19820032	72169984	301360128	780032	113459968	232009984
398	254520064	111629824	100929792	37580032	19510016	71000064	301040128	759808	114519808	231559936
399	254240000	111170048	102540032	37590016	19330048	69550080	301239808	780032	115030016	231280128
400	255760128	110829824	104179968	37310208	19660032	69229824	300930048	760064	116840192	230969856
401	255439872	110320128	104250112	36999936	20440064	68940032	300610048	740096	118190080	230980096
402	255579904	109989888	105240064	36709888	20140032	71200000	300290048	740096	119660032	230710016
403	255230208	109190144	107419904	36160000	21309952	81089792	299980032	730112	120520192	230409984
404	254939904	108730112	107140096	37939968	21779968	80859904	299660032	750080	121849856	230080000
405	254659840	108189952	109480192	37489920	21789952	80880128	299270144	780032	121939968	230039808
406	254380032	107790080	111330048	38200064	21870080	80600064	298930176	759808	122779904	229750016
407	254089984	107610112	114619904	37760000	21790208	80269824	298439936	749824	123749888	229480192
408	253800192	107159808	116470016	37430016	20770048	81519872	298499840	739840	123640064	229529856
409	253489920	107160064	118800128	37080064	20790016	82680064	297990144	739840	123740160	229230080
410	253140224	106830080	118529792	36790016	20379904	82380032	297670144	770048	125209856	228930048
411	252839936	107329792	117939968	41789952	20049920	82100224	297309952	780032	126380032	228739840
412	252590080	107059968	117649920	41910016	19749888	81819904	297009920	740096	128280064	228839936
413	252310016	106789888	117040128	41630208	19430144	81349888	296690176	740096	128290048	228540160
414	252250112	106510080	116760064	41309952	18929920	81040128	296370176	730112	128290048	228249856
415	251970048	105979904	116460032	40999936	18629888	80750080	296329984	740096	128379904	227919872
416	251650048	105700096	116549888	40700160	17479936	78269952	295990016	749824	128200192	227960064
417	251429888	105420032	117809920	40419840	17730048	77949952	295660032	769792	128040192	227730176
418	251130112	105580032	121240064	40189952	17149952	81080064	294939904	739840	127709952	227399936
419	250849792	108359936	122909952	41769984	17090048	82500096	294870016	739840	127490048	227130112
420	250639872	104009984	126660096	41289984	16000000	82230016	294409984	729856	129539840	227500032
421	250289920	103729920	128230144	40989952	13690112	81939968	294080000	749824	129539840	227190016
422	250019840	103439872	128890112	39779840	13349888	81590016	293750016	739840	129380096	226889984
423	249730048	104689920	128609792	39440128	12920064	81010176	293560064	729856	129159936	226590208
424	249570048	104410112	128320000	39120128	12480000	80699904	293469952	749824	129230080	226259968
425	249270016	104069888	128069888	39019776	12059904	80439808	293040128	739840	128889856	225969920
426	248999936	103760128	127800064	38739968	11770112	80150016	292720128	739840	128549888	225510144
427	248719872	103480064	127510016	38759936	11399936	79599872	292520192	729856	128199936	225169920
428	248430080	103020032	127229952	38480128	11119872	79300096	292379904	739840	127990016	224859904
429	248260096	102459904	126949888	38190080	10450176	79010048	292059904	739840	127939840	224489984
430	247980032	102089984	133139968	37899776	10129920	77849856	291849984	749824	129080064	224150016
431	247660032	102050048	132870144	37570048	9729792	77540096	291529984	780032	131010048	223980032
432	247180032	101659904	133430016	37280000	9440000	77220096	291250176	770048	131439872	223909888
433	246899968	100140032	134479872	39840000	9120000	76919808	290899968	730112	131819776	223620096
434	246610176	99799808	137159936	43630080	8560128	76630016	290690048	750080	134249984	223320064
435	246330112	99480064	137329920	45110016	8199936	76339968	290670080	730112	135849984	223030016
436	245469952	99030016	139420160	44829952	7789824	76040192	290550016	740096	137440000	244320000
437	245179904	98700032	140830208	44509952	8250112	75689984	290409984	790016	137829888	244389888
438	244890112	98350080	140999936	44310016	8189952	75389952	290299904	760064	137869824	244090112
439	244660224	97790208	140719872	44899840	7779840	75100160	290639872	750080	138479872	243790080
440	244379904	97440000	140859904	44600064	7899904	73989888	290569984	740096	140710144	243499776
441	244230144	96749824	140999936	44290048	7640064	78309888	290250240	740096	140720128	243170048
442	243940096	96410112	141090048	43999744	7320064	78030080	289920000	770048	141829888	242990080
443	243449856	95579904	140760064	43709952	6909952	77700096	289789952	819968	142860032	243140096
444	243120128	95290112	140470016	44219904	6550016	77839872	289440000	819968	145590016	242799872
445	242949888	96100096	139890176	43900160	9319936	75139840	289249792	849920	147159808	242429952
446	242319872	95389952	139529984	43810048	8460032	74899968	288979968	809984	148019968	242109952
447	242030080	95049984	139200000	43219968	7369984	75510016	288840192	1690112	148889856	241789952
448	241740032	94599936	138919936	42880000	8160000	77670144	288530176	1609984	149020160	241449984
449	241459968	94289920	138630144	41570048	9600000	77120000	288219904	2450176	149000192	241149952
450	241299968	94010112	138729984	42070016	13849856	77270016	287899904	2400000	148840192	240839936
451	241019904	93420032	138459904	41970176	12829952	76979968	287549952	2240000	148960000	240670208
452	240580096	92500224	138170112	41679872	12450048	76679936	287209984	2159872	148790016	240759808
453	238180096	91529984	137900032	41410048	12149760	76389888	286889984	2089984	148470016	240430080
454	237860096	90880000	137570048	44179968	11820032	75670016	286739968	1869824	148209920	240130048
455	237590016	90550016	137270016	43929856	11379968	75419904	286439936	1750016	148079872	239819776
456	237309952	89229824	136989952	46440192	11090176	75449856	286440192	2730240	148029952	239520000
457	237179904	89380096	136470016	46149888	10749952	77570048	285129984	3020032	149060096	239229952
458	236900096	89500160	136600064	45819904	10339840	77440000	284480000	3469824	149149952	239030016
459	234710016	89139968	136320000	45530112	9929984	78309888	284140032	4689920	148919808	239070208
460	234220032	88770048	136029952	45240064	9459968	78299904	283449856	7270144	148749824	238710016
461	233720064	88140032	135699968	44870144	9079808	77790208	283120128	7280128	148550144	238369792
462	233280000	87619840	135420160	44889856	8969984	77489920	282919936	7130112	148370176	238060032
463	233040128	87200000	135129856	46200064	14470144	77159936	282909952	8090112	148200192	237750016
464	232580096	86860032	134849792	45920000	14190080	76829952	282590208	8039936	148019968	237540096
465	232289792	86380032	134520064	45629952	13900032	77019904	282240000	8140032	147740160	237539840
466	232069888	86050048	134240000	45309952	13499904	79460096	281910016	8879872	147760128	237230080
467	231790080	85560064	133949952	45019904	13139968	79480064	281720064	9110016	147620096	236900096
468	231510016	85680128	133619968	47389952	13170176	80719872	281549824	10599936	147599872	236709888
469	231230208	84919808	133320192	47099904	12719872	80439808	281200128	10700032	147299840	236539904
470	230929920	84450048	132800000	46810112	12259840	80150016	281340160	10510080	147059968	236590080
471	230759936	80169984	131860224	46520064	11849984	79859968	281359872	10279936	146929920	236259840
472	230650112	79859968	131539968	45890048	11520000	79580160	281029888	10099968	146660096	235960064
473	230480128	79579904	131379968	45710080	11130112	79239936	280710144	9920000	146449920	235600128
474	230189824	79300096	131100160	47980032	11810048	78949888	280400128	9730048	149400064	235249920
475	229799936	78899968	130689792	47699968	12849920	78259968	280080128	9670144	149250048	235010048
476	229509888	77870080	130340096	47209984	13240064	77210112	279849984	11229952	149090048	234959872
477	229230080	77570048	130050048	46860032	13469952	76899840	279790080	11940096	149110016	234599936
478	229050112	77299968	129690112	46579968	13999872	76440064	279040000	12219904	148859904	234279936
479	228819968	77840128	129449984	46240000	18400000	78119936	278670080	13360128	148540160	234010112
480	228480000	77509888	129169920	45910016	17019904	77840128	278469888	13730048	155100160	233840128
481	228050176	77190144	128890112	45609984	17769984	77159936	278370048	14510080	156550144	233850112
482	228049920	76679936	128610048	45320192	17490176	76850176	277629952	14859776	157789952	233549824
483	227769856	76709888	128279808	44999936	17750016	76389888	277430016	16339968	158299904	233230080
484	227480064	76609792	127990016	44669952	17420032	76089856	277370112	16289792	157890048	232920064
485	227270144	76729856	127699968	44339968	17129984	75719936	277050112	16189952	157719808	232739840
486	226980096	76869888	127340032	42739968	16729856	75589888	276560128	16730112	157869824	232719872
487	226500096	76250112	127030016	42430208	16839936	76249856	276419840	17779968	157700096	232420096
488	226210048	75909888	127139840	42129920	16450048	75040000	276329984	19209984	157490176	232120064
489	225929984	75970048	126870016	43399936	16780032	75309824	275790080	19130112	157339904	231799808
490	225640192	75660032	126550016	43190016	16399872	76329984	275459840	19579904	157120000	231729920
491	225349888	75369984	132999936	44819968	15980032	78169856	275239936	21060096	157040128	231430144
492	224989952	75110144	132739840	46009856	15589888	77830144	275110144	21249792	163030016	231130112
493	224199936	74710016	132460032	46099968	14400000	77830144	274790144	21090048	164310016	230919936
494	223919872	74390016	132169984	48489984	13629952	77519872	274619904	20920064	164880128	230889984
495	223630080	74109952	131859968	48400128	13329920	77230080	274449920	20580096	165849856	230590208
496	223410176	73829888	131480064	48150016	13000192	77720064	274289920	20399872	165050112	230249984
497	223300096	73550080	132890112	49200128	12519936	77579776	273740032	20169984	164760064	230149888
498	223020032	73169920	133029888	48839936	12229888	81689856	273619968	19970048	171510016	229850112
499	222850048	73309952	133169920	48540160	13819904	83259904	273299968	28909824	174030080	229750016
500	222569984	73030144	133639936	48240128	13400064	84349952	273009920	29349888	177059840	229449984
501	222290176	72750080	134160128	47919872	13100032	86210048	272770048	29320192	179919872	229129984
502	221999872	72480000	136100096	47620096	12640000	85669888	272600064	29740032	179909888	229030144
503	221720064	72150016	135600128	47330048	26340096	85350144	272400128	29900032	182690048	228709888
504	221479936	71869952	135310080	48020224	26259968	87319808	272069888	29690112	188669952	228640000
505	221230080	71600128	134829824	48219904	25850112	87040000	271909888	29499904	190810112	228339968
506	220969984	71289856	134439936	48160000	25489920	86749952	271810048	29299968	190799872	228029952
507	220689920	71369984	134139904	47300096	25200128	86360064	271500032	29099776	192150016	227830016
508	220410112	74710016	133520128	48969984	24880128	85880064	271180032	28919808	191889920	227760128
509	220189952	74310144	133230080	49519872	24569856	86579968	271099904	28620032	191650048	227439872
510	219900160	73849856	132940032	49329920	23980032	85149952	270749952	28950016	191229952	227120128
511	219619840	73490176	134679808	47970048	23670016	84910080	270430208	29760000	190959872	227010048
512	219399936	72699904	135709952	49169920	23350016	84610048	270279936	30220032	194680064	226679808
513	219110144	72359936	135259904	49250048	23059968	83859968	269959936	32709888	194790144	226569984
514	218830080	71840000	134850048	49380096	22739968	83539968	269760000	32730112	194889984	226240000
515	218540032	71439872	134550016	49090048	20920064	83289856	269570048	33189888	194599936	225920000
516	217890048	70330112	134259968	48800000	19320064	82970112	269459968	33430016	194349824	225740032
517	217430016	69989888	133730048	48509952	19940096	81629952	269329920	33270016	194160128	225600000
518	217080064	70080000	133370112	48059904	38159872	82650112	269009920	33049856	193980160	225649920
519	216780032	71789824	132930048	47770112	39330048	81769984	268840192	32869888	193750016	225359872
520	216499968	71180032	132699904	47470080	38400000	81440000	268680192	32640000	193509888	225030144
521	216539904	71190016	132409856	47269888	40229888	81159936	268499968	32450048	193349888	224720128
522	216259840	70640128	132120064	47170048	41489920	80849920	268179968	32259840	193059840	224419840
523	215980032	70889984	131789824	46889984	41949952	80560128	267820032	32079872	193180160	224249856
524	215689984	70729984	133619968	47879936	41810176	80269824	267489792	31849984	192900096	224179968
525	215410176	70449920	133750016	48280064	41969920	79980032	267299840	31610112	192389888	223860224
526	215130112	71010048	133939968	48000000	42010112	79689984	267129856	31530240	192089856	223759872
527	214850048	70739968	135149824	47379968	43100160	79360000	266930176	39290112	191689984	223449856
528	217890048	71300096	135820032	46680064	43150080	79060224	266750208	42070016	191440128	223429888
529	217629952	71430144	135590144	46379776	43799808	78779904	266659840	43069952	191790080	223140096
530	217350144	71580160	136070144	48189952	44239872	78489856	266300160	44199936	191620096	222809856
531	215389952	71309824	137799936	50749952	47990016	77590016	265980160	44530176	191450112	222510080
532	215069952	71069952	137430016	49769984	47709952	77280000	285649920	46819840	191299840	222330112
533	214780160	70570240	136899840	48659968	47420160	76989952	285420032	47580160	191020032	222209792
534	214479872	70070016	136630016	50200064	47010048	75460096	284979968	47970048	190810112	221910016
535	214000128	69779968	135919872	49999872	46709760	75160064	284770048	48389888	190650112	221840128
536	213769984	69500160	135640064	49690112	46409984	74870016	284669952	49149952	190480128	221509888
537	213479936	69219840	135309824	48549888	46129920	75970048	284359936	50969856	190369792	221270016
538	213199872	69039872	135020032	48270080	45839872	75680000	284160000	51269888	190130176	221090048
539	212969984	68400128	136649984	47960064	47820032	75369984	284000000	51689984	189890048	221170176
540	212690176	67889920	135899904	48259840	47409920	74660096	283799808	52440064	189730048	220880128
541	212110080	67350016	137280000	47980032	47130112	74259968	283739904	52749824	189720064	220539904
542	211909888	67069952	137250048	47689984	46830080	73949952	283429888	53949952	191299840	220190208
543	211790080	66789888	137019904	47360000	46540032	73660160	283110144	55059968	192439808	219869952
544	211529984	66370048	136740096	47059968	46259968	73369856	282909952	55030016	192650240	219569920
545	210720000	65229824	136450048	46269952	45849856	73080064	282740224	55019776	192430080	219369984
546	210419968	64310016	136089856	45960192	45549824	72750080	282639872	54670080	192040192	219419904
547	210140160	63739904	135810048	45629952	45260032	73299968	282329856	55790080	191910144	219090176
548	209849856	63450112	135469824	45339904	44979968	75409920	282089984	56379904	191520000	218759936
549	209530112	64740096	136750080	45060096	44680192	76420096	281920000	56829952	191419904	218439936
550	209250048	65269760	136580096	47079936	44359936	76750080	281899776	56729856	191119872	218089984
551	208970240	66120192	136310016	46799872	43929856	77330176	281789952	58279936	190880000	217920000
552	208669952	65710080	136010240	45789952	43630080	79120128	281659904	58630144	190720000	218060032
553	208389888	65400064	135470080	45250048	43340032	79109888	280519936	59510016	190309888	217760000
554	208169984	65090048	135119872	44950016	43049984	82060032	280409856	59879936	190109952	217469952
555	208000000	64759808	135610112	44649984	42760192	82240000	280270080	62080000	195750144	217179904
556	207689984	64480000	139830016	43539968	42469888	82400000	279949824	62139904	195440128	216840192
557	207520000	64199936	139520000	43600128	42099968	82120192	279810048	61980160	195229952	216669952
558	207239936	63879936	139340032	43319808	40999936	81819904	279520000	61810176	195030016	216709888
559	206950144	63459840	139049984	43729920	40249856	82060032	279320064	61629952	194779904	216410112
560	206669824	63140096	138770176	43460096	39940096	84569856	279190016	62659840	194449920	216130048
561	206390016	62850048	138489856	43170048	39750144	84869888	278870016	62579968	194199808	215789824
562	206210048	63310080	138160128	43249920	39560192	84950016	278670080	63529984	194089984	215559936
563	205939968	62990080	137880064	44529920	39270144	84669952	278650112	63900160	193550080	215379968
564	205650176	62680064	137600000	46020096	38889984	88019968	278299904	64050176	193149952	215419904
565	205429760	62409984	137270016	46710016	38470144	87739904	277979904	63899904	192819968	215119872
566	205149952	62119936	136889856	47009792	37969920	86510080	277049856	63729920	192549888	214820096
567	204869888	61779968	136600064	46819840	37669888	85870080	276989952	63559936	192359936	214480128
568	204649984	61449984	135949824	46500096	37380096	88919808	276669952	63559936	192160000	214129920
569	204350208	61169920	135620096	44509952	37090048	88859904	276350208	63400192	192009984	213820160
570	204179968	60900096	133740032	44200192	36809984	89440000	276029952	63219968	191729920	213609984
571	203899904	60610048	134979840	43900160	36519936	89090048	275950080	63040000	191500032	213659904
572	203680000	60230144	135180032	43609856	36229888	88790016	275630080	63379968	191320064	213370112
573	203400192	59950080	134749952	42910208	36499968	88460032	275140096	63520000	191170048	213070080
574	203110144	59459840	134459904	42609920	36210176	88169984	274809856	63360000	190990080	212709888
575	202919936	60860160	134190080	42319872	35920128	87170048	274660096	63180032	190589952	212410112
576	202629888	64370176	134459904	42480128	35629824	86849792	274350080	62950144	190250240	212399872
577	202429952	67010048	134180096	42820096	37090048	86560000	274259968	62800128	190070016	212489984
578	202169856	69820160	133890048	42680064	39259904	87109888	273949952	62530048	189789952	212169984
579	201850112	70789888	133609984	42680064	38850048	86960128	273629952	62299904	189299968	211830016
580	201560064	67250176	133319936	42390016	38560000	87329792	273390080	62269952	188819968	211500032
581	201280000	67879936	132950016	42089984	38270208	87049984	273330176	64859904	188290048	211180032
582	201049856	67640064	132150016	41769984	37980160	86939904	273020160	65240064	188069888	210840064
583	200770048	72619776	130609920	41030144	37699840	90119936	272659968	65639936	187700224	210739968
584	200489984	72300032	130289920	40729856	37400064	90880000	272440064	66400000	187330048	210470144
585	200270080	74640128	130579968	40280064	36989952	91340032	272320000	66799872	186619904	210240000
586	199980032	74720000	130309888	39889920	36689920	88659968	272000000	68349952	186400000	209669888
587	199699968	74550016	130030080	39830016	36410112	88329984	271800064	68680192	186059776	209350144
588	199529984	75040000	129750016	40120064	36120064	88039936	270500096	68709888	185680128	209019904
589	199249920	74650112	129280000	40150016	35830016	87740160	270329856	70240000	185340160	208729856
590	199040000	75180032	128999936	42029824	35539968	87449856	270009856	72289792	185029888	208780032
591	198760192	77200128	131119872	41750016	35840000	87159808	269750016	72209920	184809984	208470016
592	198469888	80260096	130860032	43800064	35559936	89359872	268240128	72679936	184720128	208150016
593	198190080	79819776	132570112	43500032	36780032	89050112	268100096	74189824	184539904	207739904
594	197900032	79529984	133160192	43200000	36519936	88749824	267770112	76069888	184349952	207399936
595	197609984	80050176	132339968	42009856	37380096	88460032	267460096	77230080	184150016	207069952
596	197329920	79780096	131520000	41710080	37089792	88169984	267329792	77210112	183990016	206880000
597	197159936	79400192	132049920	41250048	36679936	90089984	267020032	77560064	183830016	206840064
598	196869888	78810112	131780096	41149952	36399872	89760000	266660096	78439936	183640064	206540032
599	196580096	78479872	132370176	40179968	36569856	88740096	266350080	78809856	183500032	206220032
600	196370176	78109952	132499968	39849984	36659968	88430080	264659968	79910144	183340032	205910016
601	196090112	77609984	132130048	39559936	36710144	87869952	264540160	80269824	183170048	205730048
602	195799808	77270016	131450112	39280128	36559872	87520000	263539968	81029888	183030016	205739776
603	195840000	76370176	130870016	38780160	36139776	87219968	263330048	81880064	182870016	205430016
604	195559936	75990016	129219840	38479872	35849984	86919936	263229952	82240000	182599936	205129984
605	195249920	75689984	128460032	37740032	35569920	86670080	262920192	83020032	182380032	204840192
606	195059968	75830016	128160000	38459904	35270144	86339840	262350080	83740160	182219776	204670208
607	194409984	75490048	129880064	38150144	34990080	85319936	262230016	84880128	181729792	204740096
608	193730048	75200000	129430016	37859840	34700032	86249984	261900032	84839936	181459968	204440064
609	193299968	74930176	128779776	37559808	34290176	85960192	261769984	85679872	181200128	204130048
610	193210112	74550016	130700032	37120000	33989888	85669888	261459968	86030080	180999936	203790080
611	192930048	74140160	130409984	35159808	33669888	86040064	261100032	86840064	180859904	203480064
612	192649984	74309888	130130176	34850048	33380096	85810176	261020160	88399872	180689920	203300096
613	192430080	74030080	131459840	34530048	33100032	85149952	261329920	89159936	180530176	203389952
614	192209920	73750016	131080192	34870016	33160192	84529920	261159936	89910016	180280064	203099904
615	191930112	73370112	130749952	35389952	32869888	83779840	261179904	90279936	180039936	202759936
616	191639808	72420096	130850048	36239872	32579840	84689920	260290048	91859968	179869952	202470144
617	191360000	71080192	130530048	38409984	32649984	84390144	259950080	92509952	179709952	202149888
618	191069952	70710016	130159872	38050048	33210112	84100096	259630080	93619968	179529984	201809920
619	190770176	70409984	129740032	38909952	33900032	84860160	259279872	93999872	179369984	201630208
620	190550016	69990144	129270016	38450176	33610240	84579840	259059968	95219968	179079936	201530112
621	190279936	70030080	128719872	38779904	33329920	84290048	258710016	95580160	178690048	201219840
622	190089984	68950016	128329984	38489856	33039872	83990016	258410240	96339968	178439936	200880128
623	190060032	68209920	128039936	38200064	32750080	83439872	258469888	97100032	178149888	200550144
624	190950144	67869952	130419968	37879808	32369920	83140096	258149888	97459968	177910016	200369920
625	190510080	67229952	130140160	37510144	33639936	82670080	257839872	97420032	177769984	200290048
626	189820160	66820096	129910016	37210112	35670016	82370048	257330176	97890048	177590016	200190208
627	189410048	66409984	129590016	36529920	35290112	82080000	256999936	99449856	177319936	200049920
628	189120000	66450176	129270016	36240128	34880000	80310016	256679936	99449856	176999936	200059904
629	188889856	66310144	129710080	35950080	34579968	80009984	256499968	99859968	176749824	199729920
630	188260096	66099968	129429760	34599936	34190080	79719936	256420096	99950080	176570112	199409920
631	187959808	65629952	129070080	34280192	33799936	79429888	255949824	99759872	176410112	199040000
632	187650048	65100032	128519936	32389888	33400064	77960192	255599872	99520000	176250112	198989824
633	187360000	60829952	129509888	34880000	33009920	77649920	255270144	99379968	175990016	198690048
634	187059968	60290048	129200128	34600192	32499968	76779776	255080192	99190016	175749888	198419968
635	186589952	59990016	128759808	34230016	32179968	76529920	254919936	99520000	175589888	198520064
636	186349824	59620096	128310016	33869824	31770112	76349952	254789888	1.01E+08	175420160	198230016
637	186060032	59340032	128019968	32270080	30900224	76060160	254459904	1.02E+08	175220224	197900032
638	185769984	59030016	127640064	31970048	30409984	75490048	254330112	1.03E+08	174970112	197600000
639	185470208	58419968	129260032	31420160	29910016	77869824	254020096	1.03E+08	174710016	197290240
640	185179904	58129920	128620032	30870016	30780160	78370048	253819904	1.04E+08	174449920	196989952
641	184719872	57740032	127289856	30449920	30489856	78080000	253590016	1.05E+08	174179840	196699904
642	184540160	62409984	127000064	30860032	30129920	77789952	253080064	1.04E+08	174040064	196499968
643	185059840	63969792	126720000	30230016	29840128	77499904	252759808	1.05E+08	173860096	196529920
644	185039872	67059968	127660032	29830144	29289984	76270080	252519936	1.06E+08	173730048	196229888
645	186279936	67179776	127389952	29539840	28810240	75950080	252420096	1.06E+08	173359872	195940096
646	189660160	70139904	126990080	30089984	30099968	75579904	252070144	1.06E+08	173139968	195640064
647	189579776	73480192	126699776	29809920	29650176	75759872	251859968	1.07E+08	172980224	195299840
648	189280000	73019904	126150144	29510144	28550144	75409920	251769856	1.07E+08	172720128	195119872
649	188989952	73069824	126249984	29070080	28199936	75109888	251660032	1.08E+08	172499968	195130112
650	188809984	72649984	125889792	28499968	24190208	74820096	251570176	1.08E+08	172300032	194840064
651	190429952	72229888	125600000	26760192	23820032	74449920	251219968	1.09E+08	172140032	194499840
652	190049792	70460160	125229824	26360064	23209984	74159872	251089920	1.09E+08	171980032	194190080
653	191350016	70160128	124659968	26069760	22909952	73860096	250770176	1.1E+08	171619840	194070016
654	194670080	69799936	124359936	24120064	22629888	73570048	250460160	1.11E+08	171300096	193780224
655	194550016	69859840	124080128	28150016	23029760	74720000	250309888	1.12E+08	171030016	193829888
656	194060032	70269952	123790080	27869952	22569984	74439936	249819904	1.13E+08	170809856	193540096
657	193800192	70339840	123919872	28300032	22619904	74149888	249690112	1.15E+08	170609920	193220096
