1_num	2_andr_10KHz_time_nanosec	3_andr_100KHz_time_nanosec	4_andr_1000KHz_time_nanosec	5_disc_10KHz_time_nanosec	6_disc_100KHz_time_nanosec	7_disc_1000KHz_time_nanosec	8_ram_10KHz_time_nanosec	9_two_10KHz_time_nanosec	10_two_100KHz_time_nanosec	11_two_1000KHz_time_nanosec
658	193359872	70419968	123569920	28060160	22189824	73650176	249339904	1.15E+08	170319872	193120000
659	193070080	70550016	123290112	27769856	21710080	73349888	249100032	1.16E+08	170070016	192839936
660	192760064	70160128	122929920	27480064	19950080	74820096	248750080	1.17E+08	169879808	192740096
661	194850048	69049856	122640128	26739968	19650048	74419968	248420096	1.17E+08	169600000	192450048
662	194779904	68689920	122249984	26419968	19170048	73860096	248239872	1.17E+08	169339904	192140032
663	194489856	67369984	121619968	26089984	18789888	73570048	247909888	1.18E+08	169190144	192049920
664	193929984	67090176	121339904	25809920	18939904	73099776	247620096	1.18E+08	169020160	191760128
665	193590016	66759936	121050112	25509888	19150080	72710144	247300096	1.19E+08	168879872	191590144
666	193390080	66430208	120760064	25220096	17780224	72420096	246620160	1.2E+08	168689920	191599872
667	194149888	66540032	122449920	24930048	17360128	72130048	246439936	1.21E+08	168509952	191350016
668	194639872	71140096	122039808	23920128	16989952	71840000	246309888	1.22E+08	168280064	191279872
669	195460096	70840064	121629952	22569984	15770112	71409920	245909760	1.22E+08	168039936	190989824
670	196280064	70550016	121339904	22269952	15040000	71110144	245939968	1.24E+08	167889920	190790144
671	196239872	70270208	121060096	22889984	14560000	70779904	245819904	1.24E+08	167750144	190680064
672	197100032	69959936	120709888	22680064	14150144	70479872	245570048	1.24E+08	167460096	190380032
673	198309888	69669888	119890176	22359808	13529856	70180096	245250048	1.26E+08	167259904	190419968
674	198269952	70330112	119510016	22060032	13329920	69890048	245120000	1.26E+08	167079936	190300160
675	197969920	70070016	119190016	21769984	15410176	69099776	244800000	1.26E+08	166919936	189499904
676	197679872	69789952	118889984	21209856	15120128	68800000	244480000	1.25E+08	166790144	189179904
677	197390080	69430016	118529792	20910080	14759936	68399872	244099840	1.25E+08	166490112	189129984
678	197190144	68860160	118150144	20610048	14190080	68030208	243919872	1.25E+08	166259968	188950016
679	197230080	68499968	117859840	20100096	13880064	66739968	243599872	1.25E+08	166129920	188859904
680	197230080	68209920	117570048	20189952	13549824	66439936	243280128	1.25E+08	165819904	188440064
681	199539968	67920128	117289984	19790080	13180160	66089984	242960128	1.24E+08	165609984	188249856
682	202980096	70649856	123320064	19770112	11269888	64989952	242760192	1.24E+08	165420032	188120064
683	203470080	72550144	126330112	19469824	13330176	62689792	242659840	1.24E+08	165270016	187980032
684	204609792	72280064	127219968	19180032	13110016	62360064	242349824	1.25E+08	164989952	188090112
685	211129856	73189888	128450048	18750208	12679936	60760064	242159872	1.25E+08	164640000	187990016
686	211510016	73609984	128620032	18449920	10980096	63489792	242070016	1.24E+08	164389888	188070144
687	214950144	73339904	128349952	18049792	10609920	63180032	241970176	1.24E+08	164210176	188169984
688	218410240	73059840	127970048	16669952	10139904	62889984	241670144	1.24E+08	163940096	187859968
689	220109824	72720128	128480000	16579840	9330176	62600192	241469952	1.24E+08	163699968	187569920
690	216429824	72329984	128239872	16290048	9860096	62310144	241369856	1.24E+08	163539968	187269888
691	219899904	71890176	127950080	15970048	8509952	62029824	241060096	1.24E+08	163279872	186899968
692	220009984	71599872	127670016	15790080	9250048	61560064	240859904	1.23E+08	162870016	186949888
693	221500160	71209984	127260160	15680000	8700160	61029888	240789760	1.23E+08	162410240	186640128
694	230159872	70749952	134469888	16760064	8150016	60730112	240470016	1.23E+08	162210048	185669888
695	230599936	70569984	134190080	16529920	7799808	60380160	239950080	1.23E+08	162060032	185299968
696	230639872	71820032	133900032	17110016	7330048	59830016	239719936	1.23E+08	161910016	184910080
697	230720000	72510208	133619968	16819968	7180032	59320064	239539968	1.22E+08	161650176	184600064
698	233339904	72559872	133329920	16529920	8710144	58979840	239440128	1.22E+08	161410048	184550144
699	236770048	72290048	133939968	16249856	8429824	58380032	239120128	1.22E+08	161210112	184020224
700	236609792	72739840	133650176	15960064	8100096	58080000	238930176	1.25E+08	161020160	183680000
701	235409920	72400128	133329920	15589888	7810048	57779968	238819840	1.25E+08	160780032	183369984
702	236450048	72119808	133009920	16750080	7449856	57490176	238330112	1.25E+08	160519936	184120064
703	236230144	71660032	132780032	16829952	6880000	57199872	238140160	1.25E+08	160349952	183810048
704	235670016	71319808	132420096	16559872	5689856	56239872	238040064	1.24E+08	160179968	183520000
705	239130112	70810112	131869952	16270080	5380096	55930112	237730048	1.24E+08	160020224	183180032
706	239169792	70880000	131580160	15980032	6340096	55670016	237519872	1.24E+08	159859968	182880000
707	241529856	70319872	131119872	15670016	7139840	55399936	237430016	1.24E+08	159590144	182569984
708	240969984	70030080	130710016	13340160	6840064	55109888	237090048	1.24E+08	159259904	182269952
709	240670208	69669888	130289920	21859840	6149888	54820096	236879872	1.23E+08	158739968	181979904
710	240369920	69289984	129310208	21449984	5650176	54479872	236750080	1.23E+08	158449920	181639936
711	243190016	65209856	128809984	21039872	6319872	54170112	236390144	1.23E+08	158049792	181340160
712	246550016	64900096	128380160	22050048	5820160	53720064	236060160	1.23E+08	157850112	181039872
713	246299904	64590080	127439872	20770048	5459968	52570112	235889920	1.23E+08	157680128	180749824
714	245820160	64649984	129359872	19409920	4270080	52029952	235180032	1.22E+08	157499904	180450048
715	246109952	64380160	128969984	19770112	3960064	51729920	235200000	1.22E+08	157339904	180079872
716	249949952	64100096	128450048	19439872	3619840	51470080	235069952	1.22E+08	157179904	179789824
717	253280000	63790080	128019968	19150080	3759872	51149824	234409984	1.22E+08	167849984	179450112
718	253019904	63360000	125519872	18860032	5149952	50850048	234350080	1.22E+08	167500032	179140096
719	252720128	62759936	125139968	18560000	5669888	50560000	234030080	1.22E+08	167289856	178829824
720	254040064	62360064	124640000	18809856	5339904	50269952	233659904	1.21E+08	166820096	178530048
721	253999872	61839872	123879936	18530048	11549952	49410048	233350144	1.21E+08	166440192	178190080
722	258160128	61969920	125169920	18429952	11230208	48760064	232560128	1.21E+08	166240000	177879808
723	257750016	62459904	129809920	20019968	12179968	48249856	232450048	1.21E+08	166070016	177520128
724	257440000	62100224	132989952	21659904	11710208	47960064	232129792	1.21E+08	165809920	177220096
725	257349888	61750016	132639744	25769984	11409920	47670016	231929856	1.2E+08	165600000	176919808
726	260029952	61469952	132359936	24910080	11079936	47360000	231970048	1.2E+08	165410048	176620032
727	260420096	61200128	132069888	26560000	12039936	47040000	231830016	1.2E+08	165220096	176979968
728	261880064	60859904	131790080	26300160	12899840	46779904	231480064	1.2E+08	165070080	176649984
729	261970176	60410112	131109888	28389888	12420096	46500096	231369984	1.2E+08	164920064	176359936
730	268800000	60039936	130670080	27170048	11899904	46220032	231399936	1.2E+08	164640000	176039936
731	274499840	59760128	130309888	27059968	11449856	45959936	230839808	1.19E+08	164409856	175750144
732	277929984	59439872	129990144	28000000	11089920	45129984	230500096	1.19E+08	164110080	175460096
733	277809920	59169792	129700096	31810048	10670080	44820224	230180096	1.19E+08	163870208	175119872
734	277449984	58840064	129359872	32089856	10370048	44519936	229870080	1.19E+08	163590144	174819840
735	278459904	58590208	129410048	34099968	10080000	44229888	229670144	1.18E+08	163360000	174510080
736	278400000	59499776	129039872	33949952	9719808	43940096	229569792	1.18E+08	163180032	174159872
737	278050048	60300032	128630016	33810176	9240064	43650048	229100032	1.18E+08	163020032	173830144
738	277420032	61869824	130109952	34149888	8809984	43299840	228900096	1.17E+08	162859776	173500160
739	277120000	64050176	130200064	34390016	8519936	43010048	228740096	1.16E+08	162700032	173129984
740	277199872	67440128	129859840	34710016	8230144	42670080	228409856	1.16E+08	162480128	173070080
741	276909824	67059968	129390080	36509952	7879936	41899776	228399872	1.16E+08	162210048	172779776
742	276620032	66300160	128960000	36540160	7439872	40570112	228300032	1.16E+08	161959936	172519936
743	276320000	65570048	128540160	36249856	7130112	40279808	228169984	1.16E+08	161809920	172839936
744	276019968	65289984	127610112	35959808	6839808	39520000	227829760	1.16E+08	161660160	172529920
745	275729920	64370176	126689792	35590144	7120128	38700032	227719936	1.15E+08	161510144	172219904
746	275439872	65299968	125299968	35429888	7810048	38390016	227400192	1.15E+08	161240064	171909888
747	275140096	67220224	123739904	36379904	7310080	38089984	227049984	1.15E+08	160999936	171590144
748	277340160	69100032	123059968	37920000	8210176	38969856	226720000	1.15E+08	160870144	171360000
749	280280064	68420096	122540032	37750016	8280064	38980096	226530048	1.15E+08	160690176	170990080
750	280310016	68390144	122250240	38929920	7910144	39010048	226480128	1.15E+08	160499968	170690048
751	280019968	67970048	121789952	38639872	7420160	38720000	226160128	1.14E+08	160210176	170360064
752	279729920	68059904	121420032	38360064	7040000	38429952	225659904	1.14E+08	159940096	170060032
753	279440128	67640064	121129984	38070016	7299840	38909952	225449984	1.14E+08	159640064	169750016
754	279140096	72720128	120859904	37389824	7559936	38909952	225350144	1.14E+08	159269888	169410048
755	278849792	82040064	120580096	37100032	5379840	42930176	225040128	1.13E+08	159059968	169060096
756	279830016	83789824	121650176	36960000	4710144	42829824	224819968	1.13E+08	158769920	168929792
757	279549952	85280000	121049856	39449856	4239872	42629888	224739840	1.13E+08	158529792	168630016
758	279250176	85600000	120760064	39180032	3489792	42350080	224640000	1.13E+08	158370048	168849920
759	278960128	85320192	120480000	39190016	3140096	41740032	224329984	1.13E+08	158200064	168519936
760	278669824	84890112	120960000	38249984	3360000	42029824	224249856	1.12E+08	158040064	168210176
761	278340096	84610048	121929984	39220224	4300032	41740032	223929856	1.12E+08	157870080	167899904
762	277999872	84320000	124290048	39510016	3719936	43750144	223609856	1.12E+08	157799936	167579904
763	277689856	86050048	123419904	42929920	3749888	43640064	223460096	1.12E+08	157370112	167270144
764	277360128	86169856	123129856	42690048	2889984	44019968	223139840	1.12E+08	157040128	166970112
765	277029888	85900032	122810112	43379968	2359808	43739904	223049984	1.12E+08	156829952	166659840
766	276729856	85600000	122419968	44680192	3330048	43350016	222739968	1.11E+08	156630016	166370048
767	276200192	85220096	122080000	49199872	6840064	43049984	222419968	1.11E+08	156329984	166040064
768	275899904	84940032	121730048	49100032	8000000	46390016	222210048	1.11E+08	156079872	165750016
769	275570176	84659968	122050048	48659968	6980096	46110208	222150144	1.11E+08	155879936	165559808
770	275260160	84349952	121730048	48329984	6670080	45710080	221829888	1.11E+08	155689984	165639936
771	274969856	83840000	121550080	48329984	6329856	44790016	221519872	1.1E+08	155409920	165320192
772	274640128	83420160	121139968	48029952	5840128	44480000	221270016	1.1E+08	155149824	165009920
773	274340096	83129856	120669952	47790080	5540096	44389888	221169920	1.1E+08	154979840	164709888
774	274040064	82840064	120329984	50810112	5820160	44929792	220179968	1.1E+08	154830080	164360192
775	273630208	82560000	119849984	50650112	5530112	44630016	219970048	1.1E+08	154670080	164009984
776	273200128	87840000	119559936	51730176	6249984	44019968	219860224	1.09E+08	154500096	163749888
777	272869888	87510016	118439936	51409920	5929984	45290240	219549952	1.09E+08	154340096	163750144
778	272570112	87200000	120640000	51119872	7440128	47569920	219350016	1.09E+08	154169856	163440128
779	272280064	86909952	120790016	50840064	7140096	49090048	219350016	1.09E+08	153909760	163139840
780	271779840	86640128	120890112	50469888	7980032	51969792	219230208	1.09E+08	153690112	162820096
781	271450112	86269952	121019904	50170112	7570176	51689984	218769920	1.09E+08	153500160	162520064
782	271150080	85550080	120750080	49880064	7059968	52109824	218449920	1.08E+08	153339904	162330112
783	270839808	86429952	120329984	49689856	6609920	51820032	218360064	1.08E+08	153169920	162299904
784	270520064	86209792	120459776	49989888	11219968	51529984	218009856	1.08E+08	152909824	161990144
785	270220032	87579904	120009984	49710080	10620160	49530112	217689856	1.16E+08	152679936	161680128
786	269920256	87310080	118789888	49029888	10030080	49760000	217570048	1.16E+08	152510208	161609984
787	269629952	86990080	118449920	50310144	10649856	47460096	217250048	1.16E+08	152260096	161270016
788	269329920	86810112	118490112	50899968	11719936	49080064	217120000	1.15E+08	152029952	160969984
789	275350016	86539776	118060032	51149824	11429888	51130112	216809984	1.15E+08	151859968	160790016
790	275059968	86220032	117730048	50840064	11140096	52540160	216439808	1.15E+08	151539968	160440064
791	274739968	85649920	117289984	51070208	10769920	52259840	216389888	1.15E+08	150920192	160470016
792	274439936	85330176	116920064	50739968	11830016	57920000	216040192	1.15E+08	150569984	160329984
793	274150144	85009920	116409856	50449920	11490048	59430144	215720192	1.15E+08	150289920	160260096
794	273840128	84740096	116000256	50170112	10619904	59150080	215520000	1.14E+08	149839872	159970048
795	273549824	84460032	116179968	49880064	10310144	58859776	215190016	1.14E+08	149549824	159810048
796	273260032	84179968	115999744	49590016	9969920	58220032	215170048	1.14E+08	149410048	159739904
797	272969984	83859968	118919936	48829952	9609984	57910016	214819840	1.14E+08	148849920	159460096
798	272669952	83569920	119539968	50089984	9319936	57609984	214579968	1.14E+08	148610048	159160064
799	272380160	83239936	119369984	49959936	8879872	57319936	214480128	1.13E+08	148240128	159030016
800	271899904	82609920	124039936	51640064	8460032	57029888	213779968	1.13E+08	147859968	159159808
801	271340032	81810176	123820032	51360000	8029952	55070208	213590016	1.13E+08	147229952	158830080
802	271040000	81380096	123229952	51080192	7749888	48039936	213420032	1.13E+08	146710016	158520064
803	270569984	81039872	121330176	50789888	7450112	49420032	213370112	1.13E+08	146289920	158180096
804	270270208	81760000	125730048	50419968	7360000	49160192	213049856	1.12E+08	146070016	157880064
805	269959936	81430016	127209984	50089984	7399936	47879936	212729856	1.12E+08	145869824	157580032
806	269669888	81100032	135059968	51350016	7069952	48910080	212539904	1.12E+08	145690112	157289984
807	269370112	80220160	135079936	51290112	6670080	48120064	212440064	1.12E+08	145530112	157120000
808	269070080	79719936	138769920	52830208	6119936	47800064	212130048	1.12E+08	145339904	157270016
809	268689920	74419968	140450048	52549888	5819904	47849984	211930112	1.12E+08	145179904	156979968
810	268380160	73990144	140529920	59660032	5500160	47550208	211849984	1.11E+08	144999936	156650240
811	268080128	72999936	140140032	59790080	5029888	47260160	211539968	1.11E+08	144750080	156349952
812	267789824	73099776	139739904	59170048	5309952	46979840	211300096	1.11E+08	144250112	156029952
813	267500032	72819968	138810112	58870016	7069952	46660096	211440128	1.11E+08	143859968	155730176
814	267200000	72549888	138510080	58599936	8580096	46380032	211339776	1.11E+08	143579904	155440128
815	266909952	72230144	138179840	58459904	9090048	46090240	211020032	1.1E+08	143379968	155099904
816	266610176	71949824	137750016	58360064	8790016	45760000	210909952	1.1E+08	143210240	154919936
817	266259968	71670016	137499904	59510016	6130176	45469952	210579968	1.1E+08	143049984	154990080
818	265949952	71350016	137159936	61019904	6149888	45170176	210520064	1.1E+08	142889984	154680064
819	265660160	71000064	136669952	60449792	5840128	51040000	210390016	1.1E+08	142729984	154350080
820	265369856	71450112	136100096	60169984	5430016	51030016	209929984	1.09E+08	142540032	154060032
821	265060096	71180032	135800064	59709952	6780160	52120064	209850112	1.09E+08	142390016	153759744
822	264839936	70580224	135510016	59559936	6329856	52350208	209319936	1.09E+08	142230016	153270016
823	264710144	70240000	135079936	60320000	5910016	52899840	208989952	1.09E+08	142060032	153440000
824	264420096	69849856	134720000	61649920	5530112	56869888	208669952	1.09E+08	141910016	153499904
825	264109824	69560064	134250240	61369856	5110016	58959872	208470016	1.09E+08	141750016	153329920
826	263820032	69250048	131539968	62789888	4820224	59040000	208220160	1.08E+08	141570048	152999936
827	263529984	68820224	131239936	62480128	6909952	58329856	207899904	1.08E+08	141409792	153019904
828	263229952	72230144	130940160	62190080	7040000	58010112	207549952	1.08E+08	141260032	152969984
829	263020032	71170048	130640128	61660160	6680064	57639936	207410176	1.08E+08	141070080	152659968
830	262720000	73030144	130279936	61350144	5969920	58889984	207059968	1.08E+08	140910080	152260096
831	262319872	73740032	132069888	61059840	5239808	60900096	206940160	1.07E+08	140760064	152150016
832	262009856	74200064	133669888	60900096	9400064	60810240	206220032	1.07E+08	140569856	151909888
833	261710080	73819904	137989888	62820096	9000192	67840000	206120192	1.07E+08	140449792	151610112
834	261420032	73370112	139209984	62129920	8649984	67680000	205809920	1.07E+08	140199936	152000000
835	261079808	72969984	140630016	61779968	8760064	69360128	205489920	1.07E+08	139950080	151709952
836	260780032	72460032	140680192	61479936	8880128	69189888	205329920	1.07E+08	139729920	151379968
837	260489984	72210176	138820096	60280064	8430080	70419968	205010176	1.06E+08	139539968	151079936
838	260200192	71460096	138499840	59990016	8780032	72520192	204880128	1.06E+08	139369984	150770176
839	259899904	70490112	138210048	59919872	10150144	72719872	204579840	1.06E+08	139209984	150469888
840	259609856	69609984	137910016	59640064	9629952	72669952	204489984	1.06E+08	138929920	150179840
841	259320064	71859968	137549824	61289984	10740224	73120000	204009984	1.06E+08	138749952	149900032
842	259020032	71909888	137280000	64800000	10429952	73199872	203810048	1.05E+08	138550016	149609984
843	258720000	70599936	137050112	64509952	10089984	73110016	203449856	1.05E+08	138370048	149289984
844	258400000	70309888	137230080	63840000	9649920	72850176	203539968	1.05E+08	138070016	148950016
845	258109952	70030080	141400064	63360000	9359872	72670208	203389952	1.05E+08	137849856	148649984
846	257819904	70909952	141540096	63069952	9040128	86470144	203239936	1.05E+08	137319936	148339968
847	257520128	70590208	141150208	62780160	8379904	87899904	202960128	1.04E+08	136950016	148000000
848	257219840	70240000	140610048	62269952	10210048	87879936	202480128	1.04E+08	136690176	147849984
849	256930048	69859840	139840000	61969920	9929984	89319936	202119936	1.04E+08	136320000	148029952
850	256630016	69989888	139589888	61340160	11249920	90439936	202000128	1.04E+08	135940096	147709952
851	256339968	70130176	139299840	61029888	10749952	90729984	201700096	1.04E+08	135759872	147399936
852	256050176	69850112	138950144	61669888	10439936	90579968	201670144	1.04E+08	135589888	147080192
853	255750144	69509888	138699776	61380096	10029824	90439936	201319936	1.03E+08	135440128	146789888
854	255449856	69600000	138070016	61129984	9619968	91109888	200989952	1.03E+08	135270144	146459904
855	255160064	69659904	137769984	61310208	9060096	90980096	200679936	1.03E+08	135110144	146150144
856	254860032	69760000	140409856	61009920	8480000	90700032	200360192	1.03E+08	134939904	145839872
857	254529792	69479936	140120064	60690176	8130048	90439936	200160000	1.03E+08	134789888	145489920
858	254190080	69209856	139830016	60400128	7830016	90139904	199909888	1.02E+08	134670080	145330176
859	253769984	69220096	139539968	60109824	8089856	89979904	199549952	1.02E+08	134489856	145540096
860	253339904	68930048	139239936	59820032	7750144	89920000	199060224	1.02E+08	134309888	145249792
861	253050112	68600064	138710016	59020032	7859968	89210112	198880000	1.02E+08	134129920	144950016
862	252750080	68250112	138359808	58710016	7930112	89020160	198299904	1.02E+08	133939968	144649984
863	252449792	67719936	138060032	60870144	8069888	91429888	198240000	1.02E+08	133760000	144359936
864	252160000	67420160	137549824	63599872	7200256	91300096	197910016	1.01E+08	133570048	144060160
865	251869952	67119872	137210112	63439872	8610048	90589952	197560064	1.01E+08	133410048	143769856
866	251580160	66839808	136640000	64750080	8389888	90599936	197299968	1.01E+08	133199872	143439872
867	251280128	66520064	135609856	64229888	8109824	90309888	196969984	1.01E+08	132780032	143130112
868	250989824	66190080	135150080	63920128	9750016	89700096	196660224	1.01E+08	132509952	143040000
869	250690048	65909760	132580096	63820032	9129984	89380096	196460032	1.01E+08	132329984	142759936
870	250390016	65619968	132229888	63809792	9329920	88579840	196369920	1E+08	132179968	142710016
871	250060032	65069824	131529984	63790080	9009920	87819776	195820032	1E+08	131859968	142409984
872	249710080	64200192	131249920	63990016	7460096	87630080	195660032	99970048	131630080	142099968
873	249410048	63830016	130880000	65459968	7000064	87660032	195340032	99759872	131459840	141809920
874	248700160	63449856	130070016	65310208	6370048	87360000	195140096	99579904	131289856	141509888
875	248400128	63049984	129730048	65270016	9899776	87070208	194869760	99430144	131089920	141220096
876	247719936	62749952	129370112	65120000	10400000	86609920	194560000	99190016	130860032	141039872
877	247410176	62459904	128979968	65040128	10319872	86269952	194330112	99040000	130679808	141080064
878	247109888	62170112	128620032	64940032	12079872	86190080	194230016	98860032	130519808	140780032
879	246819840	61799936	128029952	64879872	11660032	86320128	193920000	98649856	130230016	140460032
880	246080000	64679936	127459840	63630080	11259904	86860032	193719808	98489856	129760000	140140032
881	245789952	64239872	127080192	63650048	10509824	88009984	193380096	98240000	129489920	139840000
882	245489920	63900160	126749952	74379776	10190080	87859968	193319936	98070016	129319936	139670016
883	245190144	63620096	126009856	74240000	9869824	88600064	193010176	97890048	129090048	139599872
884	244899840	63289856	125129984	74060032	10230016	88489984	192690176	97669888	128929792	139269888
885	244599808	63000064	124039936	73750016	9409792	88400128	192489984	97509888	128750080	138930176
886	243900160	62700032	123460096	73570048	8710144	88029952	192439808	97329920	128610048	138720000
887	243269888	62089984	120940032	73420032	8399872	88349952	192329984	97170176	128430080	138650112
888	242970112	61550080	120630016	73289984	8069888	88970240	192230144	97010176	128239872	138350080
889	242540032	61019904	120310016	72869888	7650048	89059840	191880192	96800000	128089856	138089984
890	242179840	60619776	119990016	72850176	7350016	89799936	191749888	96590080	127940096	137910016
891	241890048	60300032	119689984	71489792	7030016	89769984	191439872	96470016	127770112	137920000
892	241600000	60000000	119390208	71220224	10810112	89480192	191279872	96120064	127570176	137609984
893	241299968	59710208	119099904	71119872	11620096	89179904	190830080	95960064	127430144	137319936
894	240979968	59409920	118749952	71049984	11340032	89009920	190770176	94700032	127249920	137019904
895	240679936	59089920	118460160	71200000	10939904	88930048	190429952	94499840	127079936	136790016
896	240379904	58760192	118170112	71119872	10510080	88640000	190109952	94309888	126899968	136780032
897	240090112	58469888	117869824	71020032	13920000	88339968	189750016	94149888	126740224	136470016
898	239800064	58189824	117410048	71229952	13440000	88169984	189579776	94000128	126569984	136109824
899	239510016	57890048	117110016	70550016	12800000	88359936	189359872	93820160	126400000	135800064
900	239209984	57600000	116800000	69479936	12499968	88060160	189040128	93619968	126129920	135680000
901	238919936	57309952	116509952	69730048	12089856	87759872	188730112	93440000	125900032	135390208
902	238620160	57020160	116219904	69629952	11660032	87460096	188530176	93229824	125719808	135259904
903	238320128	56719872	115920128	69530112	12120064	87170048	188399872	93049856	125559808	134969856
904	238029824	56430080	115520000	68809984	10890240	86799872	188130048	92880128	125390080	134810112
905	237740032	56140032	115219968	68609792	10550016	86499840	187939840	92659968	125270016	134810112
906	237440000	55789824	114920192	68679936	10220032	86590208	187810048	92509952	125080064	134499840
907	237149952	55490048	114630144	68549888	9900032	86290176	187520000	92339968	124930048	134210048
908	236850176	55160064	114249984	68489984	9580032	85999872	187320064	92129792	124640000	133920000
909	236549888	54870016	113920000	67480064	9289984	85059840	187189760	91990016	124420096	133780224
910	236259840	54510080	113619968	67170048	10589952	84760064	186919936	91760128	124169984	133479936
911	235970048	54200064	113329920	66980096	10179840	84460032	186720000	91590144	124009984	133359872
912	235680000	53920000	112969984	66960128	9760000	84170240	186550016	91439872	123859968	133019904
913	235369984	53590016	112569856	66200064	9369856	83330048	186400000	91229952	123689984	132859904
914	235079936	53299968	112189952	65850112	8930048	83150080	186339840	90999808	123529984	132750080
915	234829824	52999936	111890176	65540096	10190080	82350080	185999872	90850048	123359744	132450048
916	234540032	52720128	111510016	66389760	9890048	81420032	185680128	90680064	123209984	132259840
917	234169856	52399872	111009792	66759936	9229824	81110016	185480192	90439936	122899968	132270080
918	233830144	52059904	110490112	66489856	8780032	80809984	185379840	90330112	122660096	131970048
919	233530112	51770112	110080000	66380032	8359936	80800000	185039872	90020096	122489856	131659776
920	233169920	51479808	109480192	66469888	7760128	80920064	184669952	89810176	122319872	131360000
921	232090112	51160064	109019904	66370048	10240000	80800000	184229888	89659904	122160128	131069952
922	224339968	50860032	108179968	66380032	9850112	81129984	183919872	89440000	121990144	130850048
923	224019968	50540032	107880192	66450176	9560064	81489920	183680000	89270016	121840128	130809856
924	223720192	50210048	107529984	66430208	9139968	81340160	183550208	89080064	121670144	130510080
925	223429888	49920000	107129856	66050048	8349952	81200128	183269888	88850176	121509888	130180096
926	223079936	49629952	106700032	65750016	7919872	82020096	183069952	88679936	121249792	129899776
927	222780160	49330176	109270016	65420032	7600128	82130176	182939904	88509952	120909824	129720064
928	222489856	49019904	108979968	65230080	7309824	82439936	182630144	88339968	120640000	129570048
929	222189824	48729856	108489984	65110016	6739968	82340096	182430208	88089856	120460032	129540096
930	221890048	48440064	107719936	64820224	5870080	82350080	182299904	87930112	120290048	129629952
931	221600000	48140032	107419904	64679936	7130112	83030016	182190080	87739904	120140032	129619968
932	221300224	47820032	106950144	64349952	6710016	83150080	182029824	87549952	119960064	129289984
933	221009920	47419904	106520064	65270016	5719808	83120128	181680128	87360000	119820032	128940032
934	220709888	47209984	106240000	65149952	5799936	82889984	181360128	87239936	119699968	128669952
935	220410112	46889984	105949952	65509888	5460224	82610176	181209856	86990080	119529984	128450048
936	220120064	46590208	105459968	65659904	5629952	81799936	180470016	86800128	119150080	128410112
937	219820032	46220032	105110016	65580032	5230080	82230016	180130048	86649856	118919936	128110080
938	219520000	45580032	104169984	65330176	5499904	81980160	179930112	86449920	118720000	127809792
939	219219968	45110016	103749888	64380160	4649984	81690112	179840000	86300160	118560000	127480064
940	218929920	44679936	102190080	64140032	3620096	81239808	179529984	86110208	118440192	127610112
941	218640128	44049920	101860096	64049920	3310080	80730112	179170048	85920000	118259968	127639808
942	218340096	43219968	101559808	63480064	3740160	80429824	178749952	85730048	118070016	127640064
943	218039808	42820096	99650048	63320064	4400128	79790080	178469888	85560064	117910016	127660032
944	217750016	42529792	99299840	63020032	5399808	79539968	178150144	85389824	117740032	127520000
945	217449984	42119936	98999808	62840064	4760064	79200000	177700096	85229824	117580032	127420160
946	217159936	41779968	98560000	62780160	5370112	78899968	177660160	85010176	117410048	127099904
947	215450112	41400064	98119936	62489856	4869888	78660096	177469952	84809984	117260032	126980096
948	214949888	40070144	97810176	61129984	4250112	78370048	177339904	84640000	117110016	127010048
949	214650112	39749888	97520128	60960000	3950080	80029952	177020160	84470016	116930048	126950144
950	214320128	39140096	97229824	60270080	5420032	79689984	176850176	84310016	116750080	126659840
951	214019840	34109952	96920064	60179968	6070016	79389952	176809984	84099840	116579840	126330112
952	213720064	33799936	96519936	59879936	5679872	79100160	176499968	83900160	116429824	126610176
953	213430016	33459968	96140032	59590144	6119936	78799872	176150016	83740160	116280064	126459904
954	213139968	32960000	95770112	58990080	6610176	78330112	175819776	83559936	116000000	126469888
955	212840192	32549888	95470080	58790144	6329856	78060032	175640064	83409920	115760128	126180096
956	212539904	32260096	95129856	59320064	5960192	77769984	175569920	83190016	115619840	125880064
957	212249856	31849984	94830080	59429888	4989952	77440000	175090176	83009792	115459840	125590016
958	213750016	30149888	94530048	59420160	4669952	77100032	174760192	82799872	115289856	125550080
959	213280000	29740032	94180096	59910144	6619904	76800000	174310144	82620160	115170048	125260032
960	212979968	29379840	93750016	59820032	7299840	75600128	174200064	82470144	115020032	124940032
961	212669952	29220096	93430016	58799872	7699968	75289856	173849856	82249984	114749952	124940032
962	212369920	28300032	93140224	58660096	9470208	74979840	173639936	82089984	114400256	124570112
963	212080128	27999744	92849920	58779904	9449984	74690048	173540096	81900032	114099968	124250112
964	211790080	26970112	92470016	58680064	9059840	74350080	173490176	81760000	113900032	123919872
965	211419904	26599936	92100096	58390016	11369984	74060032	173219840	81530112	113750016	123600128
966	210310144	26260224	91810048	57260032	11040000	73430016	172640000	81380096	113590016	123170048
967	209939968	25890048	91520000	56940032	10000128	73129984	172429824	81139968	113280000	122819840
968	209630208	25609984	91219968	56590080	9569792	72829952	172259840	80960000	112809984	122500096
969	209329920	25320192	90109952	56280064	9270016	72540160	172169984	80750080	112489984	122180096
970	209039872	25019904	89390080	55990016	8930048	72239872	171840000	80589824	112199936	121890048
971	208720128	24699904	88989952	55760128	8429824	71909888	171529984	80370176	112059904	121729792
