1_num	2_disc_10KHz_latency_ns	3_disc_100KHz_latency_ns	4_disc_1000KHz_latency_ns	5_two1_10KHz_latency_ns	6_two1_100KHz_latency_ns	7_two1_1000KHz_latency_ns	8_two2_10KHz_latency_ns	9_two2_100KHz_latency_ns	10_two2_1000KHz_latency_ns	11_two3_10KHz_latency_ns	12_two3_100KHz_latency_ns	13_two3_1000KHz_latency_ns
549	45060096	44680192	76420096	56829952	191419904	218439936	193189888	240140032	284689920	284480000	195130112	252109824
550	47079936	44359936	76750080	56729856	191119872	218089984	192840192	240000000	284539904	284169984	195149824	251830016
551	46799872	43929856	77330176	58279936	190880000	217920000	192659968	239849984	284349952	283849984	194850048	251520000
552	45789952	43630080	79120128	58630144	190720000	218060032	192360192	239779840	284129792	283559936	194560000	251229952
553	45250048	43340032	79109888	59510016	190309888	217760000	192209920	239500032	283939840	283230208	194259968	250889984
554	44950016	43049984	82060032	59879936	190109952	217469952	192050176	239320064	283790080	283049984	193970176	250560000
555	44649984	42760192	82240000	62080000	195750144	217179904	191899904	239180032	283590144	282800128	193639936	250269952
556	43539968	42469888	82400000	62139904	195440128	216840192	191790080	239109888	283449856	282489856	193339904	249960192
557	43600128	42099968	82120192	61980160	195229952	216669952	191510016	238819840	283239936	282269952	193129984	249649920
558	43319808	40999936	81819904	61810176	195030016	216709888	191209984	238650112	283089920	282109952	193170176	249319936
559	43729920	40249856	82060032	61629952	194779904	216410112	190990080	238579968	282890240	282649856	192859904	248969984
560	43460096	39940096	84569856	62659840	194449920	216130048	190800128	238290176	282749952	282720000	192569856	248630016
561	43170048	39750144	84869888	62579968	194199808	215789824	190620160	238119936	282569984	282619904	192029952	248320000
562	43249920	39560192	84950016	63529984	194089984	215559936	190520064	238109952	282439936	282409984	191810048	248069888
563	44529920	39270144	84669952	63900160	193550080	215379968	190429952	237819904	282259968	282330112	191500032	247729920
564	46020096	38889984	88019968	64050176	193149952	215419904	190249984	237649920	282080000	282670080	191320064	247569920
565	46710016	38470144	87739904	63899904	192819968	215119872	190070016	237580032	281859840	282499840	191299840	247340032
566	47009792	37969920	86510080	63729920	192549888	214820096	190050048	237290240	281700096	282840064	190980096	247699968
567	46819840	37669888	85870080	63559936	192359936	214480128	190000128	237120000	281469952	282720000	190670080	247370240
568	46500096	37380096	88919808	63559936	192160000	214129920	189940224	237049856	281309952	282340096	190370048	246950144
569	44509952	37090048	88859904	63400192	192009984	213820160	189499904	236700160	281129984	282040064	190010112	246649856
570	44200192	36809984	89440000	63219968	191729920	213609984	189079808	236529920	280950016	281889792	189720064	246300160
571	43900160	36519936	89090048	63040000	191500032	213659904	188649984	236460032	280830208	282009856	189580032	245540096
572	43609856	36229888	88790016	63379968	191320064	213370112	188400128	236120064	280509952	282510080	189230080	245169920
573	42910208	36499968	88460032	63520000	191170048	213070080	188070144	235940096	280280064	282370048	189100032	244840192
574	42609920	36210176	88169984	63360000	190990080	212709888	187879936	235810048	280100096	282449920	188749824	244489984
575	42319872	35920128	87170048	63180032	190589952	212410112	187709952	235500032	279899904	282200064	188390144	244179968
576	42480128	35629824	86849792	62950144	190250240	212399872	187510016	235399936	279769856	281870080	188209920	243870208
577	42820096	37090048	86560000	62800128	190070016	212489984	187200000	235379968	279599872	281690112	187909888	243579904
578	42680064	39259904	87109888	62530048	189789952	212169984	187069952	235089920	279440128	281530112	187750144	243239936
579	42680064	38850048	86960128	62299904	189299968	211830016	186949888	234750208	279290112	281179904	187470080	242930176
580	42390016	38560000	87329792	62269952	188819968	211500032	186670080	234589952	279149824	280999936	187309824	241350144
581	42089984	38270208	87049984	64859904	188290048	211180032	186530048	234510080	278969856	281060096	186980096	241400064
582	41769984	37980160	86939904	65240064	188069888	210840064	186419968	234220032	278840064	280759808	186889984	241110016
583	41030144	37699840	90119936	65639936	187700224	210739968	186140160	234120192	278650112	280450048	186759936	240819968
584	40729856	37400064	90880000	66400000	187330048	210470144	185999872	233779968	278510080	280110080	186459904	240460032
585	40280064	36989952	91340032	66799872	186619904	210240000	185880064	233669888	278360064	279799808	186140160	240079872
586	39889920	36689920	88659968	68349952	186400000	209669888	185830144	233370112	278199808	279470080	185910016	239769856
587	39830016	36410112	88329984	68680192	186059776	209350144	185640192	233240064	278029824	279130112	185720064	238720000
588	40120064	36120064	88039936	68709888	185680128	209019904	185580032	233179904	277880064	279000064	185400064	238540032
589	40150016	35830016	87740160	70240000	185340160	208729856	185289984	232889856	277720064	278680064	185090048	238279936
590	42029824	35539968	87449856	72289792	185029888	208780032	184999936	232790016	277519872	278339840	184890112	238429952
591	41750016	35840000	87159808	72209920	184809984	208470016	184819968	232489984	277369856	278360064	184709888	238030080
592	43800064	35559936	89359872	72679936	184720128	208150016	184679936	232320000	277179904	278060032	184519936	237710080
593	43500032	36780032	89050112	74189824	184539904	207739904	184390144	232259840	277020160	277750016	201420032	237410048
594	43200000	36519936	88749824	76069888	184349952	207399936	184210176	231960064	276869888	277459968	201240064	237020160
595	42009856	37380096	88460032	77230080	184150016	207069952	184000000	231750144	276849920	277159936	201129984	236710144
596	41710080	37089792	88169984	77210112	183990016	206880000	184089856	231619840	276669952	276870144	200729856	236409856
597	41250048	36679936	90089984	77560064	183830016	206840064	183930112	231310080	276489984	276569856	200419840	235880192
598	41149952	36399872	89760000	78439936	183640064	206540032	183670016	231140096	276290048	276209920	200219904	235579904
599	40179968	36569856	88740096	78809856	183500032	206220032	183630080	231090176	276150016	276000000	200060160	235229952
600	39849984	36659968	88430080	79910144	183340032	205910016	183340032	230779904	275810048	276039936	199860224	235069952
601	39559936	36710144	87869952	80269824	183170048	205730048	183049984	230619904	275579904	275680000	199620096	235340032
602	39280128	36559872	87520000	81029888	183030016	205739776	182640128	230540032	274249984	275369984	199460096	235000064
603	38780160	36139776	87219968	81880064	182870016	205430016	182400000	230249984	273880064	275059968	199329792	234680064
604	38479872	35849984	86919936	82240000	182599936	205129984	182240000	230080000	273180160	274769920	199219968	234400000
605	37740032	35569920	86670080	83020032	182380032	204840192	181960192	230019840	272950016	274470144	199079936	234050048
606	38459904	35270144	86339840	83740160	182219776	204670208	181929984	229690112	272740096	274330112	198739968	233760000
607	38150144	34990080	85319936	84880128	181729792	204740096	181769984	229500160	272540160	274240000	198540032	233459968
608	37859840	34700032	86249984	84839936	181459968	204440064	181560064	229419776	272339968	273949952	198380032	233120000
609	37559808	34290176	85960192	85679872	181200128	204130048	181139968	229129984	272120064	273650176	198180096	232829952
610	37120000	33989888	85669888	86030080	180999936	203790080	180960000	228950016	271970048	273299968	197879808	232499968
611	35159808	33669888	86040064	86840064	180859904	203480064	180610048	228880128	271830016	273110016	197720064	232199936
612	34850048	33380096	85810176	88399872	180689920	203300096	180310016	228590080	271700224	273030144	197590016	232130048
613	34530048	33100032	85149952	89159936	180530176	203389952	180130048	228419840	271699968	272740096	197250048	231849984
614	34870016	33160192	84529920	89910016	180280064	203099904	179980032	228310016	271360000	272439808	197059840	232009984
615	35389952	32869888	83779840	90279936	180039936	202759936	179689984	227990016	271040000	272110080	196920064	231670016
616	36239872	32579840	84689920	91859968	179869952	202470144	179490048	227809792	270729984	271910144	196619776	231360000
617	38409984	32649984	84390144	92509952	179709952	202149888	179310080	227739904	270569984	271840000	196310016	231079936
618	38050048	33210112	84100096	93619968	179529984	201809920	179149824	227450112	270279936	271490048	196009984	230780160
619	38909952	33900032	84860160	93999872	179369984	201630208	179139840	227280128	269949952	271190016	195940096	230480128
620	38450176	33610240	84579840	95219968	179079936	201530112	178990080	227209984	269650176	270860032	195650048	230189824
621	38779904	33329920	84290048	95580160	178690048	201219840	178710016	226919936	269349888	270660096	195190016	229890048
622	38489856	33039872	83990016	96339968	178439936	200880128	178589952	226739968	269250048	270560000	194880000	229680128
623	38200064	32750080	83439872	97100032	178149888	200550144	178409984	226670080	268960000	270260224	194670080	229730048
624	37879808	32369920	83140096	97459968	177910016	200369920	178230016	226330112	268640000	269959936	194339840	229440000
625	37510144	33639936	82670080	97420032	177769984	200290048	178279936	226159872	268339968	269779968	194240000	229149952
626	37210112	35670016	82370048	97890048	177590016	200190208	178149888	226109952	268000000	269600000	193929984	228849920
627	36529920	35290112	82080000	99449856	177319936	200049920	177870080	225809920	267749888	269420032	193629952	228560128
628	36240128	34880000	80310016	99449856	176999936	200059904	177730048	225629952	267670016	269100032	193440000	228419840
629	35950080	34579968	80009984	99859968	176749824	199729920	177409792	225560064	267310080	268910080	193369856	228120064
630	34599936	34190080	79719936	99950080	176570112	199409920	177239808	225270016	267000064	268740096	193080064	228069888
631	34280192	33799936	79429888	99759872	176410112	199040000	176969984	225100032	266920192	268439808	192729856	227770112
632	32389888	33400064	77960192	99520000	176250112	198989824	176610048	224989952	266619904	268229888	192539904	227470080
633	34880000	33009920	77649920	99379968	175990016	198690048	176570112	224689920	266319872	268070144	192329984	227409920
634	34600192	32499968	76779776	99190016	175749888	198419968	176849920	224509952	266030080	267780096	192019968	227080192
635	34230016	32179968	76529920	99520000	175589888	198520064	176669952	224400128	265920000	267539968	191810048	226770176
636	33869824	31770112	76349952	1.01E+08	175420160	198230016	176509952	224100096	265630208	267340032	191670016	226489856
637	32270080	30900224	76060160	1.02E+08	175220224	197900032	176400128	223909888	265329920	267160064	191329792	226309888
638	31970048	30409984	75490048	1.03E+08	174970112	197600000	176089856	223840000	265229824	266969856	191140096	226290176
639	31420160	29910016	77869824	1.03E+08	174710016	197290240	175749888	223549952	264930048	266860032	190899968	225989888
640	30870016	30780160	78370048	1.04E+08	174449920	196989952	175460096	223339776	264640000	266569984	190690048	225699840
641	30449920	30489856	78080000	1.05E+08	174179840	196699904	175320064	223259904	264450048	266249984	190530048	225390080
642	30860032	30129920	77789952	1.04E+08	174040064	196499968	175030016	222950144	264349952	266049792	190220032	225230080
643	30230016	29840128	77499904	1.05E+08	173860096	196529920	174819840	222770176	264049920	265869824	189910016	225190144
644	29830144	29289984	76270080	1.06E+08	173730048	196229888	174350080	222729984	263759872	265670144	189720064	224899840
645	29539840	28810240	75950080	1.06E+08	173359872	195940096	174030080	222370048	263569920	265449984	189570048	224610048
646	30089984	30099968	75579904	1.06E+08	173139968	195640064	173249792	222139904	263410176	265309952	189270016	224320000
647	29809920	29650176	75759872	1.07E+08	172980224	195299840	172920064	222040064	263089920	264969984	189039872	224150016
648	29510144	28550144	75409920	1.07E+08	172720128	195119872	172640000	221740032	262889984	264790016	188930048	224069888
649	29070080	28199936	75109888	1.08E+08	172499968	195130112	172409856	221629952	262679808	264599808	188750080	223779840
650	28499968	24190208	74820096	1.08E+08	172300032	194840064	171990016	221339904	262360064	264290048	188499968	223490048
651	26760192	23820032	74449920	1.09E+08	172140032	194499840	171549952	221129984	262160128	264100096	188189952	223310080
652	26360064	23209984	74159872	1.09E+08	171980032	194190080	171120128	221060096	262010112	264000000	188029952	223279872
653	26069760	22909952	73860096	1.1E+08	171619840	194070016	170780160	220759808	261719808	263859968	187729920	222990080
654	24120064	22629888	73570048	1.11E+08	171300096	193780224	170380032	220589824	261519872	263520000	187419904	222309888
655	28150016	23029760	74720000	1.12E+08	171030016	193829888	170189824	220580096	261410048	263410176	187239936	222000128
656	27869952	22569984	74439936	1.13E+08	170809856	193540096	169890048	220290048	261270016	263259904	187130112	221840128
657	28300032	22619904	74149888	1.15E+08	170609920	193220096	169700096	220190208	260980224	262959872	186800128	221760000
658	28060160	22189824	73650176	1.15E+08	170319872	193120000	169560064	219899904	260790016	262769920	186279936	221409792
659	27769856	21710080	73349888	1.16E+08	170070016	192839936	169270016	219799808	260649984	262630144	185950208	221060096
660	27480064	19950080	74820096	1.17E+08	169879808	192740096	169090048	219510016	260349952	262350080	185779968	220880128
661	26739968	19650048	74419968	1.17E+08	169600000	192450048	168920064	219340032	260329984	262149888	185629952	220850176
662	26419968	19170048	73860096	1.17E+08	169339904	192140032	168730112	219270144	260220160	261969920	185310208	220499968
663	26089984	18789888	73570048	1.18E+08	169190144	192049920	168540160	218979840	260079872	261829888	185139968	220210176
664	25809920	18939904	73099776	1.18E+08	169020160	191760128	168539904	218880000	259789824	261530112	184819968	220000000
665	25509888	19150080	72710144	1.19E+08	168879872	191590144	168399872	218589952	259680000	261360128	184620032	219910144
666	25220096	17780224	72420096	1.2E+08	168689920	191599872	168099840	218419968	259350016	261220096	184400128	219620096
667	24930048	17360128	72130048	1.21E+08	168509952	191350016	167970048	218340096	259059968	260919808	184090112	218929920
668	23920128	16989952	71840000	1.22E+08	168280064	191279872	167830016	218060032	258899968	260709888	183980032	218750208
669	22569984	15770112	71409920	1.22E+08	168039936	190989824	167539968	217889792	258599936	260530176	183820032	218720000
670	22269952	15040000	71110144	1.24E+08	167889920	190790144	167410176	217819904	258460160	260359936	183660032	218249984
671	22889984	14560000	70779904	1.24E+08	167750144	190680064	167340032	217530112	258170112	260049920	183290112	217939968
672	22680064	14150144	70479872	1.24E+08	167460096	190380032	167059968	217360128	258019840	259869952	183180032	217769984
673	22359808	13529856	70180096	1.26E+08	167259904	190419968	166609920	217260032	257690112	259650048	182809856	217739776
674	22060032	13329920	69890048	1.26E+08	167079936	190300160	166230016	216910080	257540096	259489792	182500096	217449984
675	21769984	15410176	69099776	1.26E+08	166919936	189499904	165859840	216709888	257239808	259320064	182240000	216649984
676	21209856	15120128	68800000	1.25E+08	166790144	189179904	165519872	216610048	257039872	259140096	182119936	216439808
677	20910080	14759936	68399872	1.25E+08	166490112	189129984	165300224	216310016	256689920	258950144	181779968	216430080
678	20610048	14190080	68030208	1.25E+08	166259968	188950016	164880128	216140032	256410112	258710016	181469952	216140032
679	20100096	13880064	66739968	1.25E+08	166129920	188859904	164620032	216029952	256300032	258560000	181220096	215840000
680	20189952	13549824	66439936	1.25E+08	165819904	188440064	164420096	215739904	256160000	258269952	181009920	214160128
681	19790080	13180160	66089984	1.24E+08	165609984	188249856	164350208	215570176	256000000	258070016	180690176	213910016
682	19770112	11269888	64989952	1.24E+08	165420032	188120064	164169984	215500032	255689984	257889792	180519936	213810176
683	19469824	13330176	62689792	1.24E+08	165270016	187980032	163990016	215209984	255529984	257700096	180219904	213510144
684	19180032	13110016	62360064	1.25E+08	164989952	188090112	163800064	215040000	255229952	257410048	180029952	213189888
685	18750208	12679936	60760064	1.25E+08	164640000	187990016	163670016	214969856	254919936	257219840	179849984	213020160
686	18449920	10980096	63489792	1.24E+08	164389888	188070144	163269888	214680064	254720000	257019904	179579904	212990208
687	18049792	10609920	63180032	1.24E+08	164210176	188169984	163059968	214490112	254620160	256839936	179459840	212699904
688	16669952	10139904	62889984	1.24E+08	163940096	187859968	162929920	214419968	254329856	269159936	179320064	212409856
689	16579840	9330176	62600192	1.24E+08	163699968	187569920	162660096	214129920	254020096	268990208	179000064	212239872
690	16290048	9860096	62310144	1.24E+08	163539968	187269888	162370048	213959936	253830144	268800000	178870016	212189952
691	15970048	8509952	62029824	1.24E+08	163279872	186899968	161820160	213890048	253730048	268719872	178530048	211880192
692	15790080	9250048	61560064	1.23E+08	162870016	186949888	161540096	213590016	253440000	268580096	178180096	211579904
693	15680000	8700160	61029888	1.23E+08	162410240	186640128	161250048	213419776	253149952	268250112	177929984	211650048
694	16760064	8150016	60730112	1.23E+08	162210048	185669888	160880128	213349888	253049856	268069888	177789952	211549952
695	16529920	7799808	60380160	1.23E+08	162060032	185299968	160750080	213060096	252750080	267859968	177469952	211249920
696	17110016	7330048	59830016	1.23E+08	161910016	184910080	160630016	212829952	252290048	267699968	177180160	210939904
697	16819968	7180032	59320064	1.22E+08	161650176	184600064	160329984	212749824	252129792	267399936	176930048	210909952
698	16529920	8710144	58979840	1.22E+08	161410048	184550144	160160000	212450048	251820032	267200000	176850176	210620160
699	16249856	8429824	58380032	1.22E+08	161210112	184020224	160130048	212280064	251709952	267030016	176489984	210269952
700	15960064	8100096	58080000	1.25E+08	161020160	183680000	159990016	212210176	251420160	266810112	176019968	209930240
701	15589888	7810048	57779968	1.25E+08	160780032	183369984	159680000	211919872	251219968	266560000	175580160	209829888
702	16750080	7449856	57490176	1.25E+08	160519936	184120064	159499776	211749888	250899968	266380032	175360000	209499904
703	16829952	6880000	57199872	1.25E+08	160349952	183810048	159360000	211709952	250690048	266190080	175219968	209430016
704	16559872	5689856	56239872	1.24E+08	160179968	183520000	159069952	211409920	250670080	265999872	175049984	209129984
705	16270080	5380096	55930112	1.24E+08	160020224	183180032	158980096	211230208	250510080	265819904	174710016	208829952
706	15980032	6340096	55670016	1.24E+08	159859968	182880000	158800128	211129856	250139904	265639936	174599936	208699904
707	15670016	7139840	55399936	1.24E+08	159590144	182569984	158620160	210800128	250050048	265449984	174310144	208400128
708	13340160	6840064	55109888	1.24E+08	159259904	182269952	158489856	210599936	249729792	265310208	174010112	208329984
709	21859840	6149888	54820096	1.23E+08	158739968	181979904	158350080	210530048	249430016	265019904	173859840	208029952
710	21449984	5650176	54479872	1.23E+08	158449920	181639936	158099968	210230016	249070080	264839936	173560064	207750144
711	21039872	6319872	54170112	1.23E+08	158049792	181340160	157920000	210009856	248919808	264699904	173370112	207440128
712	22050048	5820160	53720064	1.23E+08	157850112	181039872	157629952	209939968	248620032	264410112	173069824	207339776
713	20770048	5459968	52570112	1.23E+08	157680128	180749824	157489920	209639936	248509952	264260096	172860160	207010048
714	19409920	4270080	52029952	1.22E+08	157499904	180450048	157360128	209469952	248220160	263970048	172560128	206940160
715	19770112	3960064	51729920	1.22E+08	157339904	180079872	157050112	209380096	247919872	263779840	172349952	206660096
716	19439872	3619840	51470080	1.22E+08	157179904	179789824	156760064	209089792	247739904	263599872	172050176	206369792
717	19150080	3759872	51149824	1.22E+08	167849984	179450112	156480000	208920064	247640064	263409920	171849984	206230016
718	18860032	5149952	50850048	1.22E+08	167500032	179140096	155940096	208859904	247340032	263229952	171739904	206200064
719	18560000	5669888	50560000	1.22E+08	167289856	178829824	155620096	208580096	247049984	263230208	171620096	205910016
720	18809856	5339904	50269952	1.21E+08	166820096	178530048	155239936	208410112	246880000	263109888	171480064	205639936
721	18530048	11549952	49410048	1.21E+08	166440192	178190080	154959872	208329984	246769920	262969856	171149824	205280000
722	18429952	11230208	48760064	1.21E+08	166240000	177879808	154919936	208039936	246480128	262680064	171030016	205100032
723	20019968	12179968	48249856	1.21E+08	166070016	177520128	154799872	207869952	246200064	262569984	170729984	205039872
724	21659904	11710208	47960064	1.21E+08	165809920	177220096	154510080	207800064	245959936	262249984	170429952	204740096
725	25769984	11409920	47670016	1.2E+08	165600000	176919808	154220032	207510016	245819904	261939968	170240000	204450048
726	24910080	11079936	47360000	1.2E+08	165410048	176620032	153969920	207299840	245480192	261799936	170059776	204259840
727	26560000	12039936	47040000	1.2E+08	165220096	176979968	153929984	207219968	245309952	261500160	169989888	204189952
728	26300160	12899840	46779904	1.2E+08	165070080	176649984	153809920	206919936	245009920	261319936	169609984	203520000
729	28389888	12420096	46500096	1.2E+08	164920064	176359936	153520128	206750208	244809984	260979968	169210112	203389952
730	27170048	11899904	46220032	1.2E+08	164640000	176039936	164380160	206679808	244629760	260790016	168819968	203109888
731	27059968	11449856	45959936	1.19E+08	164409856	175750144	164350208	206340096	244290048	260480000	168620032	203079936
732	28000000	11089920	45129984	1.19E+08	164110080	175460096	164009984	206170112	244039936	260320000	168470016	202739968
733	31810048	10670080	44820224	1.19E+08	163870208	175119872	163729920	206089984	243849984	260030208	168179968	202370048
734	32089856	10370048	44519936	1.19E+08	163590144	174819840	163520000	205799936	243830016	259849984	168029952	202080000
735	34099968	10080000	44229888	1.18E+08	163360000	174510080	163919872	205570048	243699968	259689984	167750144	201969920
736	33949952	9719808	43940096	1.18E+08	163180032	174159872	163689984	205510144	243569920	259580160	167609856	201659904
737	33810176	9240064	43650048	1.18E+08	163020032	173830144	163689984	205209856	243279872	259430144	167429888	201550080
738	34149888	8809984	43299840	1.17E+08	162859776	173500160	163400192	204999936	243160064	259139840	167320064	201259776
739	34390016	8519936	43010048	1.16E+08	162700032	173129984	163109888	204930048	242870016	258990080	167020032	200969984
740	34710016	8230144	42670080	1.16E+08	162480128	173070080	162819840	204619776	242579968	258700032	166870016	200800000
741	36509952	7879936	41899776	1.16E+08	162210048	172779776	162520064	204440064	242430208	258589952	166579968	200730112
742	36540160	7439872	40570112	1.16E+08	161959936	172519936	162380032	204389888	242139904	258279936	166390016	200439808
743	36249856	7130112	40279808	1.16E+08	161809920	172839936	162089984	204040192	242009856	257989888	166249984	200150016
744	35959808	6839808	39520000	1.16E+08	161660160	172529920	161950208	203820032	241710080	257799936	165949952	200039936
745	35590144	7120128	38700032	1.15E+08	161510144	172219904	161669888	203720192	241570048	257659904	165760000	199700224
746	35429888	7810048	38390016	1.15E+08	161240064	171909888	161400064	203409920	241280000	257370112	165820160	199589888
747	36379904	7310080	38089984	1.15E+08	160999936	171590144	161040128	203239936	241129984	257230080	165709824	199310080
748	37920000	8210176	38969856	1.15E+08	160870144	171360000	160910080	203209984	240889856	256999936	165479936	199290112
749	37750016	8280064	38980096	1.15E+08	160690176	170990080	160769792	202920192	240709888	256859904	165180160	199040000
750	38929920	7910144	39010048	1.15E+08	160499968	170690048	160480000	202750208	240570112	256569856	165000192	198710016
751	38639872	7420160	38720000	1.14E+08	160210176	170360064	160290048	202689792	240450048	256390144	164829952	198619904
752	38360064	7040000	38429952	1.14E+08	159940096	170060032	160160000	202390016	240310016	256310016	164480000	198609920
753	38070016	7299840	38909952	1.14E+08	159640064	169750016	159759872	202299904	240019968	255990016	164150016	198310144
754	37389824	7559936	38909952	1.14E+08	159269888	169410048	159350016	202010112	239909888	255699968	163819776	198010112
755	37100032	5379840	42930176	1.13E+08	159059968	169060096	159060224	201840128	239620096	255500032	163520000	197679872
756	36960000	4710144	42829824	1.13E+08	158769920	168929792	158739968	201779968	239320064	255350016	163459840	197510144
757	39449856	4239872	42629888	1.13E+08	158529792	168630016	158500096	201479936	239140096	255000064	163100160	197490176
758	39180032	3489792	42350080	1.13E+08	158370048	168849920	158190080	201309952	239079936	254820096	162799872	197139968
759	39190016	3140096	41740032	1.13E+08	158200064	168519936	158010112	201270016	238739968	254640128	162479872	196839936
760	38249984	3360000	42029824	1.12E+08	158040064	168210176	157849856	200990208	238429952	254450176	162299904	196590080
761	39220224	4300032	41740032	1.12E+08	157870080	167899904	157680128	200809984	238150144	254269952	162190080	196320000
762	39510016	3719936	43750144	1.12E+08	157799936	167579904	157500160	200739840	237920000	254129920	161849856	196530176
763	42929920	3749888	43640064	1.12E+08	157370112	167270144	157419776	200380160	237779968	253809920	161540096	196529920
764	42690048	2889984	44019968	1.12E+08	157040128	166970112	157239808	200239872	237430016	253610240	161309952	197110016
765	43379968	2359808	43739904	1.12E+08	156829952	166659840	157080064	199930112	237260032	253430016	161090048	197880064
766	44680192	3330048	43350016	1.11E+08	156630016	166370048	156890112	199739904	236960000	253120000	160880128	198220032
767	49199872	6840064	43049984	1.11E+08	156329984	166040064	156710144	199670016	236760064	252930048	160539904	198390016
768	49100032	8000000	46390016	1.11E+08	156079872	165750016	156680192	199379968	236630016	253059840	160329984	198539776
769	48659968	6980096	46110208	1.11E+08	155879936	165559808	156510208	199240192	236489984	252950016	160140032	198589952
770	48329984	6670080	45710080	1.11E+08	155689984	165639936	156339968	198939904	236179968	252809984	159970048	198579968
771	48329984	6329856	44790016	1.1E+08	155409920	165320192	156209920	198759936	235879936	252520192	159670016	198560000
772	48029952	5840128	44480000	1.1E+08	155149824	165009920	156150016	198680064	235959808	252209920	159479808	198269952
773	47790080	5540096	44389888	1.1E+08	154979840	164709888	155980032	198390016	235820032	252110080	159239936	197979904
774	50810112	5820160	44929792	1.1E+08	154830080	164360192	155680000	198219776	235529984	251820032	159090176	197680128
775	50650112	5530112	44630016	1.1E+08	154670080	164009984	155539968	198149888	235340032	251520000	158799872	197550080
776	51730176	6249984	44019968	1.09E+08	154500096	163749888	155360000	197820160	235270144	251450112	158609920	197260032
777	51409920	5929984	45290240	1.09E+08	154340096	163750144	154949888	197600000	234979840	251159808	158449920	197499904
778	51119872	7440128	47569920	1.09E+08	154169856	163440128	154539776	197509888	234690048	250860032	158310144	197210112
779	50840064	7140096	49090048	1.09E+08	153909760	163139840	154330112	197190144	234390016	250569984	157969920	196920064
780	50469888	7980032	51969792	1.09E+08	153690112	162820096	154089984	197009920	234240000	250460160	157850112	196620032
781	50170112	7570176	51689984	1.09E+08	153500160	162520064	153260032	196950016	233950208	250170112	157750016	196329984
782	49880064	7059968	52109824	1.08E+08	153339904	162330112	153069824	196659968	233809920	249890048	157629952	196019968
783	49689856	6609920	51820032	1.08E+08	153169920	162299904	153019904	196540160	233519872	249769984	157310208	195709952
784	49989888	11219968	51529984	1.08E+08	152909824	161990144	152780032	196250112	233369856	249479936	157019904	195410176
785	49710080	10620160	49530112	1.16E+08	152679936	161680128	152409856	196039936	233080064	249149952	156869888	195120128
786	49029888	10030080	49760000	1.16E+08	152510208	161609984	151970048	195960064	232890112	249009920	156580096	194829824
787	50310144	10649856	47460096	1.16E+08	152260096	161270016	151720192	195660032	232630016	248709888	156409856	194580224
788	50899968	11719936	49080064	1.15E+08	152029952	160969984	151340032	195479808	232529920	248570112	156109824	194509824
789	51149824	11429888	51130112	1.15E+08	151859968	160790016	151330048	195369984	232219904	248320000	155790080	194230016
790	50840064	11140096	52540160	1.15E+08	151539968	160440064	151059968	195030016	231909888	248020224	155549952	193929984
791	51070208	10769920	52259840	1.15E+08	150920192	160470016	150929920	194840064	231719936	247790080	155409920	194130176
792	50739968	11830016	57920000	1.15E+08	150569984	160329984	150640128	194759936	231620096	247640064	155109888	193959936
793	50449920	11490048	59430144	1.15E+08	150289920	160260096	150340096	194470144	231330048	247339776	154869760	194070016
794	50170112	10619904	59150080	1.14E+08	149839872	159970048	149920000	194240000	231029760	247180032	154710016	193789952
795	49880064	10310144	58859776	1.14E+08	149549824	159810048	149409792	194160128	230840064	246889984	154409984	193409792
796	49590016	9969920	58220032	1.14E+08	149410048	159739904	149110016	193860096	230739968	246700032	154260224	193110016
797	48829952	9609984	57910016	1.14E+08	148849920	159460096	148800000	193680128	230419968	246530048	153959936	192829952
798	50089984	9319936	57609984	1.14E+08	148610048	159160064	148539904	193549824	230109952	246230016	153769984	192540160
799	49959936	8879872	57319936	1.13E+08	148240128	159030016	148100096	193410048	229880064	246050048	153580032	192250112
800	51640064	8460032	57029888	1.13E+08	147859968	159159808	147949824	193339904	229680128	245949952	153430016	192029952
801	51360000	8029952	55070208	1.13E+08	147229952	158830080	147750144	193040128	229799936	245830144	153319936	191770112
802	51080192	7749888	48039936	1.13E+08	146710016	158520064	147449856	192939776	229669888	245689856	153019904	192189952
803	50789888	7450112	49420032	1.13E+08	146289920	158180096	147150080	192659968	229370112	245400064	152710144	191830016
804	50419968	7360000	49160192	1.12E+08	146070016	157880064	146889984	192480000	228950016	245299968	152410112	191479808
805	50089984	7399936	47879936	1.12E+08	145869824	157580032	146770176	192420096	228800000	244969984	152229888	191200000
806	51350016	7069952	48910080	1.12E+08	145690112	157289984	146249984	192120064	228499968	244669952	152080128	190889984
807	51290112	6670080	48120064	1.12E+08	145530112	157120000	146049792	191800064	228409856	244470016	151780096	190589952
808	52830208	6119936	47800064	1.12E+08	145339904	157270016	145779968	191630080	228120064	244400128	151379968	190289920
809	52549888	5819904	47849984	1.12E+08	145179904	156979968	145580032	191450112	227810048	244100096	151180032	189999872
810	59660032	5500160	47550208	1.11E+08	144999936	156650240	145419776	191419904	227510016	243810048	151020032	189660160
811	59790080	5029888	47260160	1.11E+08	144750080	156349952	145090048	191109888	227190016	243520000	150680064	189360128
812	59170048	5309952	46979840	1.11E+08	144250112	156029952	144960000	190820096	226990080	243290112	150480128	189080064
813	58870016	7069952	46660096	1.11E+08	143859968	155730176	144779776	190650112	226899968	243140096	150319872	188719872
