1_num	2_disc_10KHz_latency_ns	3_disc_100KHz_latency_ns	4_disc_1000KHz_latency_ns	5_two1_10KHz_latency_ns	6_two1_100KHz_latency_ns	7_two1_1000KHz_latency_ns	8_two2_10KHz_latency_ns	9_two2_100KHz_latency_ns	10_two2_1000KHz_latency_ns	11_two3_10KHz_latency_ns	12_two3_100KHz_latency_ns	13_two3_1000KHz_latency_ns
270	1849856	18349824	64420096	750080	75790080	132230144	18789888	262800128	336130048	312029952	117840128	206670080
271	1509888	20249856	64359936	730112	77370112	132920064	18390016	269069824	335930112	312239872	117810176	208519936
272	1410048	24819968	64950016	740096	79670016	133250048	18329856	269070080	335780096	312290048	118319872	209199872
273	1010176	24429824	64679936	740096	80790016	133679872	18160128	269220096	335600128	312369920	118729984	211419904
274	1209856	23970048	63049984	800000	81520128	134499840	18520064	269079808	335459840	312269824	118569984	212120064
275	1110016	22050048	62749952	750080	82470144	135310080	18680064	268950016	335320064	311959808	120470016	213639936
276	1149952	24320000	62470144	740096	83400192	135410176	19259904	268930048	335160064	311840000	120790016	213699840
277	1519872	25700096	62169856	770048	84189952	135629824	20870144	268729856	334980096	311299840	121600000	215069952
278	1560064	25790208	61540096	740096	84109824	137519872	22769920	268709888	334789888	310980096	121469952	215209984
279	1630208	25489920	60790016	780032	88659968	138960128	23020032	268430080	334629888	310759936	123400192	216260096
280	1590016	25190144	60449792	750080	89670144	141859840	22840064	268340224	334510080	310599936	124160000	216600064
281	1449984	24860160	65499904	739840	90899968	142970112	22689792	268099840	334320128	311079936	125590016	216640000
282	1740032	25270016	66980096	770048	91010048	144420096	22620160	268000000	334230016	310980096	127130112	217029888
283	2530048	25280000	66699776	769792	90850048	147720192	22300160	267749888	334029824	310880000	127859968	216910080
284	2880000	26340096	66409984	749824	90680064	150800128	22139904	272590080	333849856	310720000	128930048	216750080
285	3340032	28759808	66119936	729856	90510080	152039936	21840128	272509952	333679872	310600192	129280000	217139968
286	4009984	28359936	65580032	729856	90220032	153449984	21789952	272400128	333449984	310279936	131030016	217060096
287	4649984	27949824	65280000	770048	89959936	154919936	22820096	272350208	333309952	310220032	131130112	216750080
288	5280000	28140032	64979968	770048	89769984	155780096	23320064	272049920	333120000	310140160	130990080	217860096
289	4829952	28900096	64649984	780032	89590016	155700224	23529984	271950080	332969984	309849856	130860032	219549952
290	4440064	29339904	63879936	740096	90390016	155589888	28170240	271970048	332819968	309550080	130520064	220270080
291	5559808	29129984	63520000	740096	90220032	157129984	29779968	271699968	332609792	309330176	130310144	221440000
292	6009856	29250048	63229952	740096	90060032	157040128	30289920	271379968	332460032	309209856	132679936	221550080
293	5799936	30920192	62939904	740096	89880064	157469952	30149888	271320064	332290048	309039872	133020160	223379968
294	6670080	30649856	62640128	780032	89760000	158609920	30820096	271069952	332110080	309299968	134160128	223450112
295	6380032	31170048	62320128	750080	89609984	162630144	31060224	270979840	331969792	309400064	134490112	224610048
296	6210048	30810112	62309888	759808	89429760	163790080	31289856	270650112	331810048	309250048	134880000	224669952
297	6649856	31120128	62080000	739840	89289984	166099968	32079872	270590208	331699968	309090048	136749824	225680128
298	5839872	30690048	61809920	759808	89120000	167520000	32349952	270279936	331480064	309289984	136780032	226230016
299	5859840	30310144	64329984	729856	88969984	168219904	32570112	269979904	331309824	309189888	136760064	227760128
300	5570048	29890048	63200000	739840	88800000	168209920	32750080	269850112	331109888	309299968	137680128	228350208
301	4989952	29509888	64509952	750080	88579840	168540160	32669952	269549824	330940160	309129984	138380032	229070080
302	4449792	29040128	63820032	729856	88320000	169259776	32150016	269440000	330729984	308940032	138400000	232360192
303	4370176	28610048	63510016	750080	88070144	170700032	32179968	269100032	330579968	308999936	138819840	232579840
304	4440064	27989760	63219968	740096	87890176	171810048	33869824	268990208	330439936	308709888	139350016	234099968
305	3699968	27640064	65440000	740096	87749888	172470016	35059968	268669952	330259968	308350208	139270144	234159872
306	2870016	27310080	66180096	750080	87469824	172470016	35110144	268399872	330049792	308049920	138979840	239949824
307	2530048	27809792	65829888	740096	87229952	172829952	36809984	268290048	329860096	307739904	138690048	239889920
308	1510144	28489984	65530112	750080	87100160	172930048	38419968	267990016	329680128	307430144	138599936	240209920
309	2550016	28369920	64509952	770048	86929920	174099968	38330112	267819776	329499904	307250176	138260224	240110080
310	2899968	28659968	64470016	740096	86759936	175440128	39020032	267709952	329319936	307040000	137959936	240099840
311	3609856	28450048	64190208	770048	86469888	176540160	41210112	267380224	329110016	307059968	137789952	240770048
312	3810048	28470016	63969792	750080	86220032	177189888	44140032	267180032	328950016	307170048	137550080	240890112
313	3909888	28150016	66560000	769792	86169856	177340160	47550208	267100160	328780032	307049984	138279936	240910080
314	4140032	27860224	66249984	739840	86230016	177329920	51849984	266860032	328580096	306749952	139109888	240679936
315	4109824	25740032	65950208	759808	86060032	178419968	51980032	266649856	328420096	306680064	139490048	240369920
316	4300032	25379840	65649920	759808	85880064	179549952	55549952	266619904	326569984	306349824	139970048	240230144
317	4270080	25080064	65369856	749824	85870080	180209920	57730048	266320128	326330112	306050048	141090048	240189952
318	4489984	32000000	65070080	749824	87140096	180539904	58080256	266020096	325789952	305750016	141490176	239949824
319	4389888	31709952	64780032	729856	87189760	180460032	60559872	265849856	325599744	305590016	141549824	239650048
320	4519936	31430144	64179968	739840	88489984	182389760	64110080	265750016	325400064	305449984	143689984	239500032
321	4150016	31139840	63890176	749824	89189888	183820032	65699840	265449984	325200128	305420032	143590144	239329792
322	3729920	30280192	63459840	739840	89740032	186749952	67149824	265259776	325019904	305240064	142979840	241309952
323	3670016	29799936	63120128	749824	89740032	188189952	69139968	265189888	324829952	305080064	142789888	241510144
324	3610112	29319936	62830080	740096	89889792	190259968	69499904	264900096	324669952	305120000	142609920	242739968
325	3340032	29020160	62299904	739840	89730048	190450176	69390080	264700160	324510208	304960000	142419968	242949888
326	3330048	28699904	62000128	760064	89560064	190369792	69110016	264609792	324349952	304910080	142280192	243160064
327	2749952	27979776	61699840	740096	89210112	190360064	68940032	264310016	324100096	304600064	142899968	249190144
328	2620160	28270080	61410048	750080	88960000	190060032	68809984	264090112	323960064	304249856	142809856	249420032
329	2560000	27990016	61110016	790016	88760064	190020096	68170240	264009984	323789824	303929856	144029952	249319936
330	2889984	27660032	60819968	730112	90779904	189729792	67970048	263709952	323609856	303700224	144180224	249240064
331	2469888	27249920	60290048	740096	92269824	189649920	67869952	263510016	323450112	303500032	144110080	252140032
332	4790016	26649856	59990016	750080	94169856	189270016	67579904	263430144	323270144	303699968	144300032	254749952
333	3399936	26259968	59660032	740096	94339840	189100032	68370176	263079936	323079936	303599872	142770176	254720000
334	3440128	25839872	59369984	760064	94240000	189790208	68270080	262899968	322919936	303759872	142400000	254580224
335	3490048	25339904	58820096	790016	93959936	191639808	68130048	262809856	322710016	303739904	142259968	254459904
336	3649792	24999936	58550016	759808	93769984	193040128	67770112	262510080	322519808	303640064	141959936	254269952
337	3889920	24699904	58279936	739840	95000064	193730048	67340032	262400000	322330112	303469824	141779968	254210048
338	4190208	24379904	59680000	749824	95030016	194539776	67040256	262050048	322099968	303350016	144390144	254240000
339	4259840	35049984	59539968	739840	96000000	195319808	66700032	261870080	321900032	303059968	144810240	254060032
340	2030080	34610176	61229824	759808	95919872	196270080	66329856	261789952	321760000	302860032	145070080	262710016
341	1959936	34299904	60830208	740096	97049856	200269824	66029824	261500160	321620224	302760192	146909952	262629888
342	1689856	32339968	61459968	740096	97200128	201289984	65959936	261309952	321440000	302550016	149100032	262540032
343	1860096	31910144	63040000	740096	98089984	202739968	65450240	261200128	321289984	302419968	148290048	262249984
344	1830144	31609856	63000064	730112	98029824	203900160	64989952	260879872	321110016	302130176	155719936	262099968
345	1630208	31320064	65110016	760064	97760000	205059840	64659968	260689920	320909824	302449920	155190016	262080000
346	1519872	30909952	64390144	770048	97730048	205829888	64399872	260560128	320719872	302320128	154979840	261789952
347	1929984	30619904	64430080	750080	97550080	206950144	64480000	260249856	320560128	302249984	154860032	261490176
348	1789952	30419968	66870016	770048	97260032	208290048	64339968	260059904	320360192	301950208	155300096	261340160
349	2099968	30380032	67300096	740096	98739968	208199936	64049920	259919872	320209920	301609984	155699968	261329920
350	3749888	31660032	67010048	759808	100190208	208859904	67529984	259610112	319980032	301990144	157190144	261239808
351	6220032	32130048	66699776	749824	99929856	210630144	71069952	259430144	319840000	301949952	157660160	261250048
352	6370048	31849984	66540032	770048	100730112	212070144	73380096	259360256	319619840	301869824	158050048	261110016
353	9020160	31520000	67200000	750080	100780032	213590016	73440000	259069952	319450112	301789952	158030080	261030144
354	8679936	30970112	68099840	750080	100630016	214249984	73319936	258899968	319209984	301500160	158360064	260940032
355	8379904	30669824	68489984	729856	100620032	215729920	73040128	258800128	319049984	301210112	159500032	260960000
356	8570112	30109952	70550016	750080	100450048	216510208	72859904	258489856	318860032	301580032	161380096	260859904
357	8410112	29799936	70520064	729856	100169984	217639936	72710144	258299904	318700032	301680128	161779968	261149952
358	11630080	28880128	70240000	770048	100049920	218289920	72839936	258240000	318560000	301600000	163599872	261020160
359	12199936	28470016	69839872	750080	100179968	218339840	72620032	257939968	318350080	301519872	164430080	260729856
360	13550080	28049920	70380032	750080	99940096	218639872	72430080	257689856	318170112	301299968	165129984	261199872
361	13400064	27750144	70630144	750080	99789824	220600064	73689856	257609984	318010112	301099776	165860096	261219840
362	15049984	27409920	71909888	730112	99510016	221979904	73690112	257300224	317820160	300930048	167300096	261129984
363	14899968	26999808	71830016	750080	99290112	223379968	73559808	257070080	317669888	300750080	168730112	260950016
364	16549888	26530048	73260032	760064	99110144	226370048	73350144	256999936	317479936	300610048	169070080	260280064
365	17339904	26819840	73490176	740096	98850048	226249984	73049856	256700160	317319936	300520192	169929984	260200192
366	18010112	27409920	73239808	740096	98429952	226230016	72760064	256450048	317129984	300460032	170309888	260169984
367	22379776	27119872	72489984	750080	98299904	226109952	72730112	256380160	316960000	300400128	171089920	260039936
368	23059968	26690048	72160000	729856	98350080	225990144	72320000	256059904	316800000	300519936	171849984	260120064
369	22799872	26289920	71900160	750080	98020096	225880064	72129792	255889920	316600064	300409856	172240128	260039936
370	22499840	25850112	71620096	800000	97829888	225550080	71910144	255729920	316429824	300349952	172630016	260150016
371	22220032	25449984	71329792	740096	97629952	226279936	71589888	255680000	316269824	300470016	173070080	260079872
372	21929984	25159936	71069952	750080	97369856	226190080	72600064	255369984	316040192	300390144	173880064	260059904
373	21629952	24780032	71300096	730112	96999936	228030208	72600064	255160064	315849984	300219904	174630144	259770112
374	25649920	24329984	71620096	750080	96729856	227709952	73619968	255080192	315680000	300039936	175049984	259460096
375	30060032	24530176	73649920	760064	96549888	228989952	73550080	254860032	315549952	299930112	177230080	259409920
376	29310208	24120064	73880064	839936	96310016	229629952	74939904	254690048	315350016	300179968	177100032	259140096
377	28829952	23719936	73600000	739840	96640000	231079936	80050176	254600192	315129856	300100096	177670144	259079936
378	29839872	23270144	73479936	759808	101500160	230929920	79849984	254259968	314930176	299810048	178569984	258790144
379	29559808	22840064	72499968	749824	102020096	230800128	79840000	254119936	314729984	299449856	179280128	258489856
380	29270016	22550016	73289984	749824	101880064	230629888	79749888	253760000	314530048	299269888	180040192	258190080
381	28940032	22220032	71310080	749824	101519872	233070080	81010176	253520128	314290176	299170048	181509888	258480128
382	28640000	20809984	72430080	760064	101260032	232770048	88520192	253420032	314159872	298839808	182279936	258390016
383	28349952	22439936	71869952	729856	103170048	232689920	90169856	253110016	313959936	298639872	182249984	258290176
384	28059904	21419776	70579968	740096	104969984	232520192	91660032	252930048	313779968	298960128	183130112	258309888
385	27770112	21050112	70300160	750080	105040128	232199936	92140032	252839936	313570048	299529984	183550208	258440192
386	27449856	20729856	70000128	730112	105380096	232150016	99680000	252499968	313350144	299399936	183490048	258339840
387	28450048	20280064	69489920	740096	106680064	232099840	101289984	252310016	313169920	299290112	183579904	258459904
388	29039872	19990016	69200128	760064	106810112	231790080	103520000	252239872	312920064	299410176	184389888	258360064
389	29009920	19670016	73430016	790016	108310016	231460096	103310080	251920128	312739840	299309824	184740096	258310144
390	31030016	19379968	73149952	760064	109860096	232829952	103970048	251810048	312559872	298970112	185510144	258190080
391	33039872	19089920	73009920	760064	110279936	232739840	104659968	251500032	312389888	298659840	186170112	258150144
392	34520064	18759936	74060032	739840	111919872	232740096	104460032	251330048	312160000	298520064	186860032	257869824
393	35369984	19130112	73760000	739840	112829952	232520192	104420096	251259904	311990016	298409984	187259904	257580032
394	35069952	19059968	73469952	739840	114330112	232209920	104009984	250940160	311610112	298280192	188000256	257410048
395	38669824	18630144	72700160	759808	114370048	232060160	103649792	250759936	311429888	298799872	189519872	257390080
396	38619904	18729984	72470016	729856	113790208	232320000	103340032	250680064	311249920	298749952	189900032	257090048
397	38319872	19820032	72169984	780032	113459968	232009984	103190016	250340096	311059968	298459904	190640128	256770048
398	37580032	19510016	71000064	759808	114519808	231559936	103010048	250149888	310830080	298170112	190630144	256440064
399	37590016	19330048	69550080	780032	115030016	231280128	102889984	250080000	310630144	297839872	191510016	256269824
400	37310208	19660032	69229824	760064	116840192	230969856	102539776	249760000	310469888	297730048	192250112	256120064
401	36999936	20440064	68940032	740096	118190080	230980096	102380032	249590016	310210048	297430016	193299968	256039936
402	36709888	20140032	71200000	740096	119660032	230710016	102129920	249479936	310049792	297129984	193179904	255910144
403	36160000	21309952	81089792	730112	120520192	230409984	102040064	249149952	309849856	296930048	193479936	255950080
404	37939968	21779968	80859904	750080	121849856	230080000	101859840	248940032	309670144	296640000	194240000	255820032
405	37489920	21789952	80880128	780032	121939968	230039808	101689856	248859904	309490176	296529920	195039744	255799808
406	38200064	21870080	80600064	759808	122779904	229750016	101860096	248560128	309260032	296439808	195419904	255759872
407	37760000	21790208	80269824	749824	123749888	229480192	108199936	248349952	309049856	296379904	195800064	255630080
408	37430016	20770048	81519872	739840	123640064	229529856	108179968	248270080	308849920	296300032	196590080	256540160
409	37080064	20790016	82680064	739840	123740160	229230080	108270080	247970048	308689920	296169984	198060032	256460032
410	36790016	20379904	82380032	770048	125209856	228930048	108209920	247800064	308499968	296519936	198439936	256369920
411	41789952	20049920	82100224	780032	126380032	228739840	108029952	247729920	308349952	296460032	199239936	256219904
412	41910016	19749888	81819904	740096	128280064	228839936	107920128	247369984	308160000	296999936	199969792	256130048
413	41630208	19430144	81349888	740096	128290048	228540160	107630080	247149824	308000000	297090048	200359936	255870208
414	41309952	18929920	81040128	730112	128290048	228249856	107719936	247030016	307820032	296930048	201560064	255709952
415	40999936	18629888	80750080	740096	128379904	227919872	108209920	246680064	307670016	296869888	202249984	255579904
416	40700160	17479936	78269952	749824	128200192	227960064	110810112	246480128	307529984	296569856	202639872	255459840
417	40419840	17730048	77949952	769792	128040192	227730176	111529984	246500096	307360000	296230144	203389952	255409920
418	40189952	17149952	81080064	739840	127709952	227399936	111440128	246220032	307180032	296049920	204169984	255110144
419	41769984	17090048	82500096	739840	127490048	227130112	111419904	246049792	307059968	295980032	204529920	254820096
420	41289984	16000000	82230016	729856	129539840	227500032	111250176	246019840	306860032	295670016	205280000	254690048
421	40989952	13690112	81939968	749824	129539840	227190016	111119872	245690112	306690048	295340032	205670144	254579968
422	39779840	13349888	81590016	739840	129380096	226889984	111119872	245389824	306540032	295159808	206060032	254949888
423	39440128	12920064	81010176	729856	129159936	226590208	111620096	245209856	306360064	294969856	206050048	254810112
424	39120128	12480000	80699904	749824	129230080	226259968	117189888	245139968	306219776	294790144	207249920	254630144
425	39019776	12059904	80439808	739840	128889856	225969920	119510016	244849920	306030080	294499840	208770048	254639872
426	38739968	11770112	80150016	739840	128549888	225510144	119630080	244689920	305850112	294299904	209880064	254530048
427	38759936	11399936	79599872	729856	128199936	225169920	119830016	244419840	305690112	294429952	210990080	255020032
428	38480128	11119872	79300096	739840	127990016	224859904	119710208	244240128	305519872	294350080	211040000	254920192
429	38190080	10450176	79010048	739840	127939840	224489984	120029952	265890048	305359872	294679808	211389952	254829824
430	37899776	10129920	77849856	749824	129080064	224150016	121710080	265790208	305200128	294550016	211510016	254710016
431	37570048	9729792	77540096	780032	131010048	223980032	128990208	265609984	305050112	294950144	211320064	254770176
432	37280000	9440000	77220096	770048	131439872	223909888	131219968	265459968	304870144	295079936	211149824	254479872
433	39840000	9120000	76919808	730112	131819776	223620096	131389952	265380096	304719872	295229952	210959872	254189824
434	43630080	8560128	76630016	750080	134249984	223320064	131450112	265209856	304559872	295130112	210850048	253890048
435	45110016	8199936	76339968	730112	135849984	223030016	131300096	265060096	304359936	294840064	210720000	253550080
436	44829952	7789824	76040192	740096	137440000	244320000	131440128	264910080	304190208	294540032	210419968	253359872
437	44509952	8250112	75689984	790016	137829888	244389888	138739968	264739840	304029952	294350080	210230016	253329920
438	44310016	8189952	75389952	760064	137869824	244090112	138700032	264590080	303859968	294240000	210050048	252989952
439	44899840	7779840	75100160	750080	138479872	243790080	139490048	264440064	303709952	293939968	210800128	252929792
440	44600064	7899904	73989888	740096	140710144	243499776	139640064	264269824	303549952	293760000	211639808	252620032
441	44290048	7640064	78309888	740096	140720128	243170048	140320000	264030208	303369984	293860096	213720064	252320000
442	43999744	7320064	78030080	770048	141829888	242990080	140130048	263859968	303219968	293970176	213999872	252029952
443	43709952	6909952	77700096	819968	142860032	243140096	139739904	263770112	303059968	294089984	213989888	274040064
444	44219904	6550016	77839872	819968	145590016	242799872	139379968	263480064	302880000	293939968	213799936	273870080
445	43900160	9319936	75139840	849920	147159808	242429952	139079936	263289856	302729984	294279936	213760000	273809920
446	43810048	8460032	74899968	809984	148019968	242109952	138909952	263209984	302560000	294200064	213420032	273520128
447	43219968	7369984	75510016	1690112	148889856	241789952	138800128	262899968	302409984	293890048	213120000	273349888
448	42880000	8160000	77670144	1609984	149020160	241449984	138680064	262720000	302230016	293760000	212829952	273050112
449	41570048	9600000	77120000	2450176	149000192	241149952	138390016	262619904	302089984	293750016	212640000	272880128
450	42070016	13849856	77270016	2400000	148840192	240839936	138249984	262320128	301860096	293430016	213960192	272809984
451	41970176	12829952	76979968	2240000	148960000	240670208	137969920	262130176	301710080	293129984	213740032	272519936
452	41679872	12450048	76679936	2159872	148790016	240759808	137789952	261949952	301479936	292829952	213660160	272420096
453	41410048	12149760	76389888	2089984	148470016	240430080	137779968	261850112	301330176	292640000	213360128	272029952
454	44179968	11820032	75670016	1869824	148209920	240130048	137660160	261519872	301130240	292599808	213169920	271930112
455	43929856	11379968	75419904	1750016	148079872	239819776	137559808	261280000	300969984	292559872	213020160	271650048
456	46440192	11090176	75449856	2730240	148029952	239520000	137289984	261200128	300790016	292659968	212699904	271249920
457	46149888	10749952	77570048	3020032	149060096	239229952	136989952	260899840	300600064	292560128	212489984	270950144
458	45819904	10339840	77440000	3469824	149149952	239030016	136819968	260729856	300439808	292440064	212369920	270839808
459	45530112	9929984	78309888	4689920	148919808	239070208	138620160	260659968	300239872	292359936	212019968	270500096
460	45240064	9459968	78299904	7270144	148749824	238710016	138680064	260360192	300100096	292239872	211820032	270330112
461	44870144	9079808	77790208	7280128	148550144	238369792	138459904	260150016	299920128	292829952	211680000	270340096
462	44889856	8969984	77489920	7130112	148370176	238060032	138649856	260079872	299770112	292720128	211309824	270039808
463	46200064	14470144	77159936	8090112	148200192	237750016	138620160	259770112	299549952	292589824	211119872	269740032
464	45920000	14190080	76829952	8039936	148019968	237540096	138509824	259559936	299409920	292770048	211000064	269440000
465	45629952	13900032	77019904	8140032	147740160	237539840	138220032	259480064	299190016	292680192	210649856	269280000
466	45309952	13499904	79460096	8879872	147760128	237230080	137920000	259180032	298990080	292559872	210479872	269270016
467	45019904	13139968	79480064	9110016	147620096	236900096	137789952	258909952	298790144	292440064	210249984	268969984
468	47389952	13170176	80719872	10599936	147599872	236709888	137600000	258899968	298650112	292570112	210129920	268750080
469	47099904	12719872	80439808	10700032	147299840	236539904	137440000	258589952	298459904	292470016	210010112	268450048
470	46810112	12259840	80150016	10510080	147059968	236590080	138240000	258419968	298279936	292379904	209719808	268359936
471	46520064	11849984	79859968	10279936	146929920	236259840	139260160	258320128	298089984	292280064	209380096	268069888
472	45890048	11520000	79580160	10099968	146660096	235960064	142979840	257969920	297910016	291980032	209190144	267899904
473	45710080	11130112	79239936	9920000	146449920	235600128	144249856	257809920	297719808	291650048	208730112	267770112
474	47980032	11810048	78949888	9730048	149400064	235249920	146550016	257740032	297539840	291450112	208419840	267640064
475	47699968	12849920	78259968	9670144	149250048	235010048	146520064	257440000	297379840	291369984	208229888	267640064
476	47209984	13240064	77210112	11229952	149090048	234959872	147260160	257270016	297200128	291069952	208060160	267640064
477	46860032	13469952	76899840	11940096	149110016	234599936	151010048	257199872	297040128	290729984	207729920	267350016
478	46579968	13999872	76440064	12219904	148859904	234279936	150929920	256920064	296890112	290520064	207549952	267089920
479	46240000	18400000	78119936	13360128	148540160	234010112	151719936	256730112	296729856	290360064	207360000	267219968
480	45910016	17019904	77840128	13730048	155100160	233840128	156189952	256659968	296549888	290050048	207300096	266889984
481	45609984	17769984	77159936	14510080	156550144	233850112	160470016	256369920	296420096	289839872	207139840	266589952
482	45320192	17490176	76850176	14859776	157789952	233549824	160509952	256160000	296260096	289939968	206919936	266309888
483	44999936	17750016	76389888	16339968	158299904	233230080	164900096	256100096	296080128	289829888	206810112	266000128
484	44669952	17420032	76089856	16289792	157890048	232920064	167580160	255789824	295949824	289499904	206499840	265710080
485	44339968	17129984	75719936	16189952	157719808	232739840	174129920	255619840	295799808	289270016	206200064	265420032
486	42739968	16729856	75589888	16730112	157869824	232719872	174010112	255539968	295620096	288960000	205980160	265120000
487	42430208	16839936	76249856	17779968	157700096	232420096	174739968	255250176	295450112	288770048	205539840	264920064
488	42129920	16450048	75040000	19209984	157490176	232120064	174930176	255080192	295289856	288669952	204669952	264920064
489	43399936	16780032	75309824	19130112	157339904	231799808	175209984	255030016	295129856	288370176	208379904	264220160
490	43190016	16399872	76329984	19579904	157120000	231729920	175079936	254739968	294980096	288160000	208400128	263840000
491	44819968	15980032	78169856	21060096	157040128	231430144	174669824	254569984	294769920	288059904	208049920	263490048
492	46009856	15589888	77830144	21249792	163030016	231130112	174410240	254490112	294560000	288009984	207139840	263160064
493	46099968	14400000	77830144	21090048	164310016	230919936	174509824	254200064	294429952	287950080	206929920	262960128
494	48489984	13629952	77519872	20920064	164880128	230889984	174339840	254009856	294259968	287849984	206760192	262990080
495	48400128	13329920	77230080	20580096	165849856	230590208	178080000	253880064	294069760	287990016	206449920	262679808
496	48150016	13000192	77720064	20399872	165050112	230249984	178589952	253519872	293939968	287869952	206140160	262380032
497	49200128	12519936	77579776	20169984	164760064	230149888	178159872	253340160	293779968	287699968	205929984	262089984
498	48839936	12229888	81689856	19970048	171510016	229850112	177980160	253250048	293590016	287670016	205769984	261929984
499	48540160	13819904	83259904	28909824	174030080	229750016	177680128	252960000	293459968	287510016	205459968	261900032
500	48240128	13400064	84349952	29349888	177059840	229449984	177740032	252800000	293289984	287440128	205240064	261619968
501	47919872	13100032	86210048	29320192	179919872	229129984	177859840	252729856	293110016	287539968	205059840	261329920
502	47620096	12640000	85669888	29740032	179909888	229030144	179110144	252420096	292950016	287389952	204930048	261149952
503	47330048	26340096	85350144	29900032	182690048	228709888	179149824	252250112	292750080	287290112	204620032	261120000
504	48020224	26259968	87319808	29690112	188669952	228640000	179630080	252169984	292559872	287399936	204379904	260890112
505	48219904	25850112	87040000	29499904	190810112	228339968	184100096	251689984	292380160	287279872	204199936	260600064
506	48160000	25489920	86749952	29299968	190799872	228029952	184209920	251449856	292180224	287090176	204090112	260429824
507	47300096	25200128	86360064	29099776	192150016	227830016	184179968	251350016	292019968	287169792	203920128	260260096
508	48969984	24880128	85880064	28919808	191889920	227760128	186040064	250880000	291859968	287079936	203800064	260339968
509	49519872	24569856	86579968	28620032	191650048	227439872	186130176	250249984	291680000	287000064	203459840	260329984
510	49329920	23980032	85149952	28950016	191229952	227120128	186509824	250129920	291529984	287350016	203180032	260279808
511	47970048	23670016	84910080	29760000	190959872	227010048	186360064	249800192	291370240	287249920	203049984	259980032
512	49169920	23350016	84610048	30220032	194680064	226679808	186119936	249330176	291190016	287130112	203049984	259689984
513	49250048	23059968	83859968	32709888	194790144	226569984	185660160	249229824	291040000	287059968	202800128	259709952
514	49380096	22739968	83539968	32730112	194889984	226240000	185500160	248910080	290880000	286969856	202380032	259529984
515	49090048	20920064	83289856	33189888	194599936	225920000	185319936	248730112	290710016	286899968	202190080	260250112
516	48800000	19320064	82970112	33430016	194349824	225740032	185139968	248659968	290550016	286770176	202169856	260220160
517	48509952	19940096	81629952	33270016	194160128	225600000	185120000	247970048	290389760	286900224	201829888	259899904
518	48059904	38159872	82650112	33049856	193980160	225649920	184780032	247739904	290240000	286849792	201520128	259600128
519	47770112	39330048	81769984	32869888	193750016	225359872	184679936	247660032	289990144	286550016	201219840	259310080
520	47470080	38400000	81440000	32640000	193509888	225030144	184529920	247309824	289809920	286259968	200880128	259130112
521	47269888	40229888	81159936	32450048	193349888	224720128	184440064	247079936	289669888	286080000	200650240	259209984
522	47170048	41489920	80849920	32259840	193059840	224419840	184419840	246979840	289449984	285920000	200569856	258909952
523	46889984	41949952	80560128	32079872	193180160	224249856	187829760	246660096	289290240	285720064	200240128	258620160
524	47879936	41810176	80269824	31849984	192900096	224179968	188000000	246440192	289100032	286520064	199909888	258319872
525	48280064	41969920	79980032	31610112	192389888	223860224	188300032	246369792	288950016	286440192	199580160	257979904
526	48000000	42010112	79689984	31530240	192089856	223759872	187800064	246070016	288760064	286490112	199380224	257680128
527	47379968	43100160	79360000	39290112	191689984	223449856	187539968	245900032	288570112	286600192	199229952	257349888
528	46680064	43150080	79060224	42070016	191440128	223429888	187219968	245840128	288409856	287420160	198919936	257280000
529	46379776	43799808	78779904	43069952	191790080	223140096	186919936	245499904	288219904	287759872	198589952	256989952
530	48189952	44239872	78489856	44199936	191620096	222809856	186409984	245380096	288080128	287680000	198390016	256680192
531	50749952	47990016	77590016	44530176	191450112	222510080	186109952	245190144	287890176	287600128	198190080	256519936
532	49769984	47709952	77280000	46819840	191299840	222330112	185180160	245120000	287749888	287520000	198030080	256460032
533	48659968	47420160	76989952	47580160	191020032	222209792	184529920	244790016	287569920	287219968	197649920	256179968
534	50200064	47010048	75460096	47970048	190810112	221910016	183980032	244549888	287399936	286870016	197460224	255859968
535	49999872	46709760	75160064	48389888	190650112	221840128	185479936	243840000	287180032	286699776	198949888	255990016
536	49690112	46409984	74870016	49149952	190480128	221509888	187980032	243389952	287030016	286599936	198679808	255680000
537	48549888	46129920	75970048	50969856	190369792	221270016	188470016	243119872	286830080	286530048	198690048	255379968
538	48270080	45839872	75680000	51269888	190130176	221090048	188840192	242990080	286650112	286390016	198390016	255020032
539	47960064	47820032	75369984	51689984	189890048	221170176	188060160	242469888	286469888	286200064	198110208	254300160
540	48259840	47409920	74660096	52440064	189730048	220880128	187609856	242149888	286319872	285910016	197820160	253959936
541	47980032	47130112	74259968	52749824	189720064	220539904	187409920	241779968	286129920	285659904	197519872	253629952
542	47689984	46830080	73949952	53949952	191299840	220190208	187289856	241430016	285970176	285750016	197199872	253310208
543	47360000	46540032	73660160	55059968	192439808	219869952	186950144	241210112	285799936	285670144	196829952	252940032
544	47059968	46259968	73369856	55030016	192650240	219569920	186829824	241139968	285590016	285529856	196529920	252800000
545	46269952	45849856	73080064	55019776	192430080	219369984	186430208	240850176	285440000	285449984	196180224	252519936
546	45960192	45549824	72750080	54670080	192040192	219419904	186109952	240669952	285189888	285149952	195879936	253039872
547	45629952	45260032	73299968	55790080	191910144	219090176	193799936	240610048	285030144	284840192	195579904	252750080
548	45339904	44979968	75409920	56379904	191520000	218759936	193659904	240310016	284850176	284669952	195440128	252410112
