id,2 Nodes,4 Nodes,8 Nodes,16 Nodes,32 Nodes,64 Nodes,128 Nodes,256 Nodes
0,16.737620333333332,16.422629166666667,17.301340749999998,17.625212625000007,22.470667979166663,74.03263797894735,616.4607722122905,3342.6323720476203
1,26.23637533333333,17.822027166666665,20.940144999999998,22.11521079166666,30.839373583333327,92.10748177894736,903.5497745166668,2925.53423701905
2,13.670365333333331,13.857364500000001,15.065232833333333,16.02277166666666,20.041128000000004,100.1519629473684,1169.3162322166668,3605.466983028037
3,22.374947666666667,13.4993,14.502664416666669,15.564302583333331,19.601042104166662,134.43670915625,1304.260371143647,3950.4647021953483
4,14.485597666666665,13.683279500000003,15.240410916666667,15.439281875,19.211937958333333,152.39352986458337,1490.5128215303876,4414.181832344184
5,15.726486666666666,14.006574999999998,15.593846583333333,15.699515624999997,20.190671145833328,166.85791062499996,1659.1876752320443,4710.821221576744
6,16.31101,13.823866666666666,15.796303833333333,15.432705583333336,21.063000104166665,201.51549078124995,1838.8909872209942,5102.949792311628
7,17.229954333333335,14.487783166666667,15.364031500000003,15.078415583333332,19.304648041666667,207.9943591875,1966.0168879723758,5460.914008590697
8,15.487432666666665,14.286518333333333,14.940063,15.575250000000004,18.99981002083334,235.91964690625005,2144.0294283989074,6096.309087479066
9,12.59017,14.652490666666665,15.645861666666667,14.304856416666665,19.44451522916667,262.20538457291667,2316.400279153005,6447.123661688371
10,14.724731333333333,15.572110833333333,14.807979083333331,15.074382249999998,18.915961270833332,288.4436895520833,2477.5518810327867,6706.319581641863
11,13.904015,15.114665333333335,17.863651083333334,14.629602333333333,19.63697377083333,308.46705030208335,2603.6099882445646,6915.603471404653
12,14.278650333333333,15.104969166666665,14.763355083333336,15.041093125000003,20.39348087499999,344.09725421875004,2800.100544201086,7127.54366451163
13,14.609019000000002,15.377879000000002,15.893101583333333,14.112472541666667,20.152394979166665,384.82320059375,2931.1186243260863,7506.448893218602
14,14.348666,14.573573666666668,16.16694525,16.469885958333332,18.948063291666664,412.5780438749999,3053.2657426141295,7903.804063823256
15,13.940016,14.975190166666666,15.593349916666668,14.677117166666667,19.0981329375,435.09451301041673,3232.4251122270275,8011.523751509011
16,14.558314999999999,15.183607666666667,15.543679416666665,14.175415125,18.5015350625,473.7490986666667,3359.22671388172,8459.184950563063
17,15.180349666666666,15.0659875,16.753812583333332,15.032430458333332,20.39868635416667,526.3236983958334,3528.926181510754,8733.67059340179
18,14.444987,15.060305833333333,15.728195583333333,14.656414583333335,18.448000208333337,599.950932,3675.971165085561,9216.006197053573
19,15.095949333333332,15.761613833333334,15.170057666666665,14.525006166666664,20.47412610416667,626.3854205208332,3866.834776898394,9715.751015017706
20,16.627312,15.861908666666665,15.909969833333333,14.770964833333332,21.454820895833336,645.8233694583333,4000.4063124064173,9869.161332570797
21,14.949003666666664,17.556786666666664,15.733977166666667,14.590899166666668,20.000542187500002,681.7530418333333,4160.930801807486,9724.607557397498
22,16.11232766666667,15.403827000000001,14.783879166666665,14.123072166666667,24.1536695625,755.6347474791665,4300.378782818182,10164.881622422577
23,16.459385333333334,17.011801166666668,15.478034833333332,15.110333749999997,20.71621520833333,806.6665678854165,4403.681033427806,10512.511911761512
24,16.513267666666668,14.720241166666666,15.821158833333334,14.085004916666668,24.113878666666665,846.8750740729168,4549.459218989301,10842.397219933051
25,16.412337666666666,15.132665666666668,16.357441833333333,14.761855291666665,23.01956220833333,915.7707120729168,4665.444853404256,11043.957425933055
26,15.555382000000002,14.684120833333333,15.4397885,14.686971999999997,24.738853208333335,980.0902455937503,4823.046076792551,11131.696344870295
27,16.170978666666667,15.041788666666667,15.515188416666668,14.114101666666665,23.565322145833335,1101.1159296145834,4964.0833812021265,11402.584747263594
28,16.588846666666665,15.983859500000001,15.684465750000001,14.728387333333332,20.888085083333333,1228.3979803333336,5087.806715590425,11494.895485900406
29,17.691373666666667,14.632344499999997,15.990058666666668,13.837943499999996,22.794470250000003,1296.4883695208334,5235.695253603175,11818.378004265564
30,14.942646000000002,16.8053705,15.772918833333335,14.004975541666667,21.16702995833333,1353.8930465520837,5363.024649772486,12081.932844934163
31,14.951706000000001,28.501232666666667,15.894055333333332,14.457066791666664,21.352206708333338,1442.798443177083,5505.24981525263,12464.761784053508
32,15.232960333333333,14.998038666666666,15.354494333333333,14.700879583333338,21.3574071875,1528.6217679895835,5694.915341047369,12804.220457633743
33,19.546031999999997,14.492273333333332,14.7654415,14.836251666666668,19.73551010416667,1609.3731969791668,5865.719873021054,13070.060194271602
34,15.190363,14.635681999999997,14.944056666666667,15.022178458333334,19.518211479166663,1729.423796125001,6066.727726110522,13548.543153028808
35,15.313943333333333,15.060663,14.956315416666667,16.550799166666664,24.08450843749999,1787.9448310000007,6261.802705994737,13868.06348911934
36,15.906969666666669,15.645543833333333,15.759269416666667,16.658256625,21.381661395833333,1912.6401220208336,6428.039031252629,14284.651582097962
37,16.33755366666667,16.59897966666667,15.336732249999997,15.074382166666666,21.487727729166664,2023.359991604167,6608.183698894738,14541.557322691053
38,16.408285,15.5399635,15.529275083333333,15.917867458333333,23.093794729166664,2094.9733903750007,6845.872911610525,14757.192668623476
39,15.087763333333335,15.8322255,15.642464166666665,16.10418175,21.4372873125,2161.996014395833,7106.677760547364,14858.3762588273
