0,1485353749900909900,1485353751766690015
1,1485353749926847934,1485353752363010883
2,1485353749969134092,1485353753224297046
3,1485353750020606994,1485353753745471954
4,1485353750068031072,1485353754710551977
5,1485353750119749069,1485353755205138921
6,1485353750121607065,1485353755970603942
7,1485353750123418092,1485353756477163076
8,1485353750187881946,1485353757493840932
9,1485353750197407007,1485353758088644027
10,1485353750257862091,1485353758757664918
11,1485353750259407997,1485353758936464071
12,1485353750275495052,1485353759454916954
13,1485353750293013095,1485353759922055006
14,1485353750294358015,1485353759937675952
15,1485353750337697029,1485353759988554000
16,1485353750363843917,1485353760148890018
17,1485353750365441083,1485353760212374925
18,1485353750406115055,1485353760441241979
19,1485353750423145055,1485353760646140098
20,1485353750424731016,1485353760793627977
21,1485353750475720882,1485353760965533018
22,1485353750484874010,1485353761623086929
23,1485353750530899047,1485353762454474925
24,1485353750532291889,1485353762585129022
25,1485353750581621885,1485353763063837051
26,1485353750583081960,1485353763164038896
27,1485353750636677026,1485353763293823957
28,1485353750645715951,1485353763356517076
29,1485353750677253007,1485353763494957923
30,1485353750708216905,1485353763548216104
31,1485353750735311031,1485353763796262979
32,1485353750736881017,1485353763874058961
33,1485353750772119998,1485353763966629981
34,1485353750791135072,1485353763989304065
35,1485353750812388896,1485353764107445955
36,1485353750832788944,1485353764164702892
37,1485353750856043100,1485353764212956905
38,1485353750884202003,1485353764320076942
39,1485353750909102916,1485353764993202924
40,1485353750925031900,1485353764993309974
41,1485353750926753044,1485353764993370056
42,1485353751006457090,1485353764993423938
43,1485353751008177042,1485353765048778057
44,1485353751079638004,1485353765183685064
45,1485353751081094980,1485353765433520078
46,1485353751116756916,1485353765506974935
47,1485353751118222951,1485353765576203107
48,1485353751159950971,1485353765727094888
49,1485353751164444923,1485353765759052038
50,1485353751200345039,1485353765982172012
51,1485353751201870918,1485353766098905086
52,1485353751253233909,1485353766200282096
53,1485353751254755020,1485353766315763950
54,1485353751291913986,1485353766407864093
55,1485353751293387889,1485353766588680982
56,1485353751347826004,1485353766713349103
57,1485353751376998901,1485353766918167114
58,1485353751378520965,1485353767007766008
59,1485353751415311098,1485353767107316017
60,1485353751416897058,1485353767195768117
61,1485353751470602035,1485353767440531015
62,1485353751494083881,1485353767533516883
63,1485353751495609998,1485353767793697118
64,1485353751544074058,1485353767957123041
65,1485353751552947998,1485353768102749109
66,1485353751599910974,1485353768288189888
67,1485353751601459980,1485353768676984071
68,1485353751642326116,1485353768746762037
69,1485353751660583972,1485353768790191888
70,1485353751691780090,1485353768820557117
71,1485353751708441972,1485353768865112066
72,1485353751741902112,1485353768870997905
73,1485353751773402929,1485353768881895065
74,1485353751784449100,1485353768959906101
75,1485353751809585094,1485353769009179115
76,1485353751811197996,1485353769663743019
77,1485353751853185892,1485353769664139032
78,1485353751871073007,1485353769664211034
79,1485353751872634887,1485353769696966886
80,1485353751916387081,1485353769697057008
81,1485353751917723894,1485353769697113037
82,1485353751960426092,1485353769869822978
83,1485353751962012052,1485353769886043071
84,1485353752007539033,1485353770486727952
85,1485353752008851051,1485353771246813058
86,1485353752047614097,1485353771965089082
87,1485353752060421943,1485353772756056070
88,1485353752061903953,1485353772866185903
89,1485353752117422103,1485353772930048942
90,1485353752133919000,1485353772991553068
91,1485353752160239934,1485353773065457105
92,1485353752161777019,1485353773096096992
93,1485353752208437919,1485353773170432090
94,1485353752234390020,1485353773344588041
95,1485353752236035108,1485353773458755970
96,1485353752278008937,1485353774609776020
97,1485353752279391050,1485353774609875917
98,1485353752324248075,1485353774609962940
99,1485353752325834989,1485353774610075950
100,1485353752374775886,1485353774610132932
101,1485353752376332044,1485353774616430997
102,1485353752404777050,1485353774770956039
103,1485353752406455039,1485353774838776111
104,1485353752470395088,1485353775063440084
105,1485353752489979028,1485353775093622922
106,1485353752507411003,1485353775130662918
107,1485353752509185075,1485353775185736894
108,1485353752577495098,1485353775203674077
109,1485353752579044103,1485353775284914970
110,1485353752628760099,1485353776319207906
111,1485353752640680074,1485353776319308042
112,1485353752682856082,1485353776319365978
113,1485353752684257030,1485353776319421052
114,1485353752724873065,1485353776319574117
115,1485353752726500988,1485353776319632053
116,1485353752760565042,1485353776319685935
117,1485353752770955085,1485353776325858116
118,1485353752834750890,1485353777897892951
119,1485353752836191892,1485353777898008108
120,1485353752884387016,1485353777898075103
121,1485353752895453929,1485353777898137092
122,1485353752935617923,1485353777898199081
123,1485353752937366962,1485353777898257970
124,1485353752991439104,1485353777898317098
125,1485353752992927074,1485353777898376941
126,1485353753058459043,1485353777898436069
127,1485353753070147991,1485353777898494005
128,1485353753071571111,1485353778428440093
129,1485353753123406887,1485353778569252014
130,1485353753125161886,1485353778666887044
131,1485353753158287048,1485353778975764036
132,1485353753205389976,1485353779013752937
133,1485353753206957101,1485353779053512096
134,1485353753245587110,1485353779076647043
135,1485353753247231006,1485353779190427064
136,1485353753295167922,1485353779223912954
137,1485353753296663045,1485353779333908081
138,1485353753340162992,1485353779354650020
139,1485353753373648881,1485353779429316997
140,1485353753389292001,1485353779469861030
141,1485353753409271955,1485353779565578937
142,1485353753447626113,1485353779622446060
143,1485353753449292898,1485353779683773994
144,1485353753498929023,1485353781346867084
145,1485353753544013023,1485353781351408958
146,1485353753545697927,1485353781351509094
147,1485353753585094928,1485353781351568937
148,1485353753586682081,1485353781351624965
149,1485353753630743026,1485353781351680040
150,1485353753632278919,1485353781351735115
151,1485353753678309917,1485353781351788997
152,1485353753707182884,1485353781351843118
153,1485353753743594884,1485353781678199052
154,1485353753764065980,1485353781784811973
155,1485353753765697002,1485353781812705993
156,1485353753803659915,1485353781841983079
157,1485353753840023040,1485353781851977109
158,1485353753859992027,1485353781861494064
159,1485353753861430883,1485353782112452983
160,1485353753900382041,1485353782136548042
161,1485353753901773929,1485353782162054061
162,1485353753942233085,1485353782222690105
163,1485353753943666934,1485353782223468065
164,1485353754010001897,1485353782434609889
165,1485353754034109115,1485353782597259998
166,1485353754050318002,1485353782815042018
167,1485353754051587104,1485353783025372028
168,1485353754086464881,1485353783589042901
169,1485353754124027013,1485353783861795902
170,1485353754144279003,1485353784088804006
171,1485353754145900964,1485353784320935010
172,1485353754180454969,1485353784459804058
173,1485353754182137012,1485353784594748973
174,1485353754231493949,1485353785036259889
175,1485353754232989072,1485353785549288988
176,1485353754275063037,1485353785768748998
177,1485353754298475027,1485353785934926033
178,1485353754315579891,1485353786095030069
179,1485353754317271947,1485353786197699069
180,1485353754372647047,1485353786546406984
181,1485353754373974084,1485353786702934980
182,1485353754393795013,1485353786801273107
183,1485353754431866884,1485353786885947942
184,1485353754467554092,1485353786920304059
185,1485353754469007015,1485353787026762962
186,1485353754499412059,1485353787470863103
187,1485353754507653951,1485353787516067028
188,1485353754544774055,1485353787536395072
189,1485353754546319961,1485353787547600030
190,1485353754578571081,1485353787557946920
191,1485353754601233959,1485353788826121091
192,1485353754602746009,1485353789043101072
193,1485353754668719053,1485353789719928979
194,1485353754678565025,1485353789780256032
195,1485353754703614950,1485353789828932046
196,1485353754722161054,1485353789856745004
197,1485353754723674058,1485353789876070976
198,1485353754761997938,1485353789882711887
199,1485353754763607025,1485353789896617889
200,1485353754816606998,1485353789898365020
201,1485353754818161964,1485353789910468101
202,1485353754862586975,1485353789911676883
203,1485353754863850116,1485353790785005092
204,1485353754896347045,1485353791068984985
205,1485353754897818088,1485353791395114898
206,1485353754963800907,1485353791746954917
207,1485353754988437891,1485353792489670038
208,1485353755011997938,1485353794204804897
209,1485353755013401985,1485353794204991102
210,1485353755061067104,1485353794205059051
211,1485353755062398910,1485353794205123901
212,1485353755110913991,1485353794205183029
213,1485353755145633935,1485353794219748973
214,1485353755147177934,1485353794219856023
215,1485353755180399894,1485353794219913959
216,1485353755181982040,1485353794219969034
217,1485353755216361999,1485353794220024108
218,1485353755217735052,1485353794220078945
219,1485353755261828899,1485353794220134019
220,1485353755285710096,1485353794220189094
221,1485353755287224054,1485353794220242977
222,1485353755328661918,1485353794220298051
223,1485353755342075109,1485353794222640037
224,1485353755343523979,1485353794222791910
225,1485353755380454063,1485353794222851991
226,1485353755381983041,1485353794222908020
227,1485353755420502901,1485353794222963094
228,1485353755421989917,1485353794253406047
229,1485353755457118034,1485353794277678012
230,1485353755478776931,1485353794309663057
231,1485353755519953012,1485353794362152099
232,1485353755539720058,1485353794567317008
233,1485353755555941104,1485353794737317085
234,1485353755557277917,1485353794772336959
235,1485353755593183994,1485353797463418006
236,1485353755594754934,1485353797463593006
237,1485353755653204917,1485353797463653087
238,1485353755654789924,1485353797463706970
239,1485353755686415910,1485353797463761091
240,1485353755688045978,1485353797463814973
241,1485353755738394021,1485353797972002029
242,1485353755770040035,1485353798710124969
243,1485353755771492958,1485353798811635017
244,1485353755808429956,1485353798864036083
245,1485353755830058097,1485353798924540996
246,1485353755831585884,1485353798958724021
247,1485353755860321998,1485353798996737957
248,1485353755861785888,1485353799043283939
249,1485353755893655061,1485353799087709903
250,1485353755905654907,1485353799107624053
251,1485353755939115047,1485353800203407049
252,1485353755972642898,1485353800435391902
253,1485353755974134922,1485353801073401927
254,1485353756010391950,1485353802410470962
255,1485353756027920961,1485353802457463979
256,1485353756046411037,1485353802481528043
257,1485353756071650028,1485353802607475996
258,1485353756073215961,1485353802655117988
259,1485353756124039888,1485353802694864034
260,1485353756150176048,1485353802724888086
261,1485353756151767015,1485353802758342027
262,1485353756205876111,1485353802791701078
263,1485353756236438035,1485353802811352014
264,1485353756237921953,1485353803170660018
265,1485353756265691995,1485353803881763935
266,1485353756267242908,1485353803881968975
267,1485353756317239046,1485353803882031917
268,1485353756318645954,1485353803882087945
269,1485353756356189966,1485353803882143974
270,1485353756357774972,1485353803882200956
271,1485353756402024984,1485353803882256031
272,1485353756403640031,1485353803882312059
273,1485353756457091093,1485353803882366895
274,1485353756458539009,1485353803882422924
275,1485353756498358011,1485353803882478952
276,1485353756531697988,1485353803882534027
277,1485353756545450925,1485353803882589101
278,1485353756578635931,1485353803889889955
279,1485353756597758054,1485353803920697927
280,1485353756599436998,1485353804014552116
281,1485353756641454935,1485353804054374933
282,1485353756675949096,1485353804167152881
283,1485353756677494049,1485353804245488882
284,1485353756720336914,1485353804484255075
285,1485353756721978902,1485353804566299915
286,1485353756800348043,1485353804573344945
287,1485353756825833082,1485353804602371931
288,1485353756846477985,1485353804605401039
289,1485353756847965955,1485353804615253925
290,1485353756892242908,1485353804623951911
291,1485353756921797990,1485353805075273036
292,1485353756934533119,1485353805914982080
293,1485353756994055032,1485353806678921937
294,1485353756995560884,1485353806991194963
295,1485353757020715951,1485353807296778917
296,1485353757039290904,1485353807363821029
297,1485353757062773942,1485353807420762062
298,1485353757100377082,1485353807525005102
299,1485353757101785898,1485353807621335983
300,1485353757156225919,1485353807663198947
301,1485353757167711973,1485353807702186107
302,1485353757204044103,1485353807881690979
