id,mean_time_ms_10,mean_time_ms_20,mean_time_ms_30,mean_time_ms_40,mean_time_ms_50,mean_time_ms_60
0,65.90668333333333,70.24359700000001,73.42839233333332,70.31766599999999,70.65304166666665,69.76532966666666
1,88.64863766666666,102.04903300000001,99.38232133333334,104.03195999999998,96.89442333333334,98.09772166666666
2,58.10340266666666,82.22158733333333,97.341776,111.20867766666667,107.00225833333333,111.54341699999999
3,57.57157,65.253258,95.309417,114.691417,116.65932300000001,124.47889666666667
4,57.63634033333333,60.95894166666667,90.57577466666667,118.798653,126.60559,136.357069
5,57.607014666666664,59.44132833333333,86.53338733333334,124.15496499999999,134.811719,150.74873
6,58.211724000000004,59.35398766666666,81.75063066666667,128.989061,143.538316,162.13099166666666
7,57.91831,59.565941,77.77667066666666,132.00465866666667,153.85818533333332,175.19227666666666
8,58.207988666666665,59.20195566666666,73.807955,136.16394966666664,162.14489933333334,188.02611033333332
9,58.00596866666667,59.19837933333334,70.020199,140.97460099999998,172.74403533333336,201.47633566666664
10,58.169603,59.426705,66.813628,145.01889533333335,182.36525833333334,212.81806600000002
11,57.967662999999995,59.18526666666667,66.12602866666667,148.98562433333333,190.84342366666667,226.2047133333333
12,58.162053333333326,59.09299866666667,64.073324,154.89021933333333,200.70727633333334,238.427957
13,58.049679000000005,59.12796666666666,63.683033333333334,158.36302433333333,208.61132899999998,250.827392
14,58.18096833333333,59.358279,64.07038333333334,162.43600833333335,219.18336566666667,265.5990126666666
15,57.971636,59.24169233333333,63.73127300000001,166.83896366666667,227.76508366666667,276.9519486666666
16,58.26131466666667,59.41963233333334,64.03946933333333,171.14599566666666,239.069303,290.1807626666667
17,57.989995,59.080283,63.81098433333333,175.45843133333335,247.33837433333335,302.4109203333333
18,58.213075,59.46175266666666,63.872655333333334,180.06436,257.15835899999996,316.32781
19,58.072090333333335,59.36996133333333,63.714742666666666,184.400002,265.35725566666673,327.5863326666667
20,58.205286666666666,59.425672,64.00632866666666,188.70790766666667,276.6310376666666,340.268612
21,58.04840766666667,59.32863533333333,63.73262400000001,193.173647,283.57863433333335,352.9457253333333
