id,mean_time_ms_200,mean_time_ms_400,mean_time_ms_600,mean_time_ms_800,mean_time_ms_1000,mean_time_ms_1200,mean_time_ms_1400,mean_time_ms_1600,mean_time_ms_1800,mean_time_ms_2000
0,5.130052666666667,4.941781333333334,6.574392333333333,5.440314333333333,8.187373333333333,5.349953666666667,5.969604333333333,9.352366333333334,7.66627,9.049733999999999
1,6.7226886666666665,7.403055666666667,8.901357333333335,8.069912666666667,8.604049666666667,7.4104470000000005,7.635593666666666,10.629018333333333,10.089000333333333,11.084477
2,4.71131,6.679932000000001,10.110934666666667,9.525458,11.200269333333333,8.205016333333333,8.660952333333332,11.645714666666668,9.772300666666666,10.461965999999999
3,3.9726893333333337,6.083647333333334,8.486986333333334,8.817990666666667,11.900345666666666,7.856289666666666,10.323365333333333,12.608687000000002,9.215672666666668,9.961605333333333
4,4.010995333333334,5.713939666666666,8.869568666666666,8.405288,11.741241333333333,8.021037,12.091954666666666,12.320915666666666,9.546598000000001,10.660330666666667
5,4.2976540000000005,4.468997333333333,8.816083666666666,7.186095000000001,11.796394666666666,7.358074333333334,12.934446333333332,13.187090666666668,11.346658,11.497338333333333
6,3.952026,4.719336666666667,8.226951,7.120371,10.449011999999998,6.899356999999999,12.881676333333333,11.510689999999999,11.97139433333333,13.710658
7,3.8832823333333333,4.633029333333333,7.935683,6.52504,9.982109333333334,6.957372333333333,13.808250333333334,12.615998333333332,11.546056,12.112061666666667
8,3.890276,4.061142666666666,9.420951333333333,6.05464,8.183002333333333,6.102243666666666,17.062664,12.99723,12.314399333333334,13.527314333333331
9,3.8900376666666667,4.724979333333334,9.133259333333333,5.057652666666667,8.993943666666667,6.321271666666667,15.265623666666665,12.852986666666666,11.209964666666666,12.876669333333332
10,3.9799213333333334,4.048585666666667,7.616996666666666,5.337635666666667,7.744391666666666,6.0744283333333335,15.186230333333334,11.307001,10.142962333333333,12.370983666666666
11,3.952980333333333,4.787365666666666,6.769021333333334,6.180684333333333,6.846030333333332,6.442546666666666,14.244159000000002,12.032986333333332,8.024056999999999,12.789646666666668
12,3.9492446666666665,4.0713946666666665,7.771332999999999,5.196650666666667,6.3476566666666665,5.943774666666666,14.607985666666666,11.161009333333334,7.5329939999999995,12.154023
13,3.984292333333333,4.776954666666666,7.278680666666667,5.0073463333333335,6.808042666666666,6.2816936666666665,13.386647000000002,10.044018333333334,7.868687666666666,11.097033666666666
14,3.936608666666667,4.146337666666667,7.134517,5.273024333333333,7.071971666666666,6.690025666666666,12.480576666666666,10.269642,6.476402666666666,10.389725333333333
15,3.941616,4.875342,6.827751999999999,5.436976333333334,7.272959,6.501913333333333,11.271079333333333,11.180639333333334,6.881714,11.497338333333332
16,3.985087333333334,4.083315,8.322000666666666,5.449294666666667,6.689628333333334,6.192366333333333,11.624018666666666,9.063800666666666,5.977073999999999,9.194930333333334
17,4.000346333333334,4.740635666666667,7.440011000000001,4.999637666666667,7.0647400000000005,6.256739333333333,11.872689333333334,7.498344,6.587346,8.400599
18,3.9275490000000004,4.109303333333333,6.376346000000001,5.528370333333334,6.517966333333334,5.597750333333334,11.106332333333333,7.906913333333333,6.530284666666667,8.570989333333333
19,4.401286666666667,4.802624333333334,6.376028000000001,4.577318666666667,6.562630666666666,4.556655666666667,11.588016999999999,7.172267000000001,5.369901666666666,8.011897
20,4.022598333333334,4.127979666666667,5.554358000000001,5.078077333333334,6.267945333333333,4.930416666666667,9.359200999999999,7.154941666666667,5.263725666666667,7.750908333333332
21,4.015286333333333,4.3551123333333335,5.837042999999999,4.637400333333333,6.322702,4.856984,7.563034666666667,5.348761666666667,6.467342333333334,7.096052333333333
22,3.94845,4.039287333333333,4.509289666666667,5.211353333333332,6.078322666666666,4.914999333333333,6.218274000000001,6.589968666666667,6.56867,7.079363
23,4.472653333333334,3.995259666666667,6.009499333333333,4.693746666666666,6.612221333333333,4.3880143333333335,6.024758000000001,8.362372666666667,6.7729159999999995,7.285992333333334
24,4.009723666666667,4.0067829999999995,6.716331,4.967689666666666,6.295680666666667,4.842281333333333,6.664991666666666,6.764650333333333,5.082687,6.67127
25,4.008690333333333,4.005670333333334,7.797241333333335,5.0787130000000005,6.493012,4.551013666666667,6.966988333333333,6.276607666666667,5.5536433333333335,8.170366000000001
26,3.8843153333333333,4.07505,6.858110333333333,5.636612666666667,6.264925000000001,4.564603,6.699005666666667,5.982717,6.304979333333333,7.7380336666666665
27,3.9300123333333334,4.021405666666666,7.764339333333333,5.631685333333333,5.797306666666667,4.867394666666667,6.551981333333333,5.764564,5.0527256666666664,6.148974
28,3.9687156666666663,4.084031,6.366014333333333,5.316655,6.020625666666667,5.231619333333334,7.174650666666667,5.328019333333334,4.719972666666667,7.700363666666667
29,4.049937333333333,4.111608,5.992094666666667,4.794359666666667,6.170034333333334,5.382458333333332,7.109324,5.379676666666666,5.099058333333333,7.63758
30,3.9180123333333334,4.285573666666667,5.521933,4.527648666666667,6.288687666666665,6.353696333333333,7.113775,5.759954333333333,5.8132806666666665,6.761312333333334
31,3.9420129999999998,4.220644666666666,4.872957666666667,4.264672999999999,5.889654333333333,6.61095,7.079363000000001,8.707602666666666,5.145470666666667,7.00132
32,3.976345,4.672368333333334,5.273659666666666,4.734039333333333,6.116708666666667,6.193955666666667,7.136981,8.353948,5.939086333333333,7.513443666666666
33,4.026731000000001,3.9803979999999997,5.862633,6.384690666666667,5.548000333333333,6.243785333333332,6.622076333333333,7.591009333333333,5.764166333333333,6.875038
34,3.9622786666666663,4.314740333333333,6.261666333333333,6.376584,6.095409666666666,5.2649973333333335,5.533615999999999,6.672302666666667,5.095561333333333,7.2560313333333335
35,4.1042966666666665,4.160960333333333,5.898634333333333,7.074355999999999,7.028102666666666,5.2800183333333335,6.136019666666667,8.331696333333333,5.285978666666667,7.309277333333333
36,4.182974000000001,4.1737556666666675,5.445957333333333,6.120284333333333,7.503986666666666,4.569371333333334,5.647023333333333,9.267966333333334,4.262288333333333,7.590373333333333
37,4.34796,4.210074666666666,5.364974666666668,5.724747666666667,6.390332999999999,5.244414,6.0132346666666665,7.981379666666666,5.734682,7.942994666666667
38,4.066387666666667,4.220962,6.276924999999999,5.439599333333334,6.459951333333334,4.573345,6.55365,6.687721,5.125681666666666,7.528066666666667
39,3.954331,4.693349333333333,5.187670333333333,5.311329999999999,6.482362666666667,4.729986333333334,5.807240666666668,7.378578,5.583286333333334,8.047104
40,4.019658,4.135370333333333,4.757881,5.525986333333333,6.983995666666666,5.269289333333333,5.5429933333333326,6.622394,5.302111333333333,6.736675666666667
41,3.947417,4.568974,6.568272666666666,4.703998333333334,7.164319333333334,4.645665999999999,6.140311666666666,6.949663666666666,5.2426656666666664,7.144689333333333
42,3.9569539999999996,4.7742526666666665,5.699555,4.697243333333334,6.799697666666666,4.667043666666666,6.705284,5.829731333333332,4.8650899999999995,6.491423
43,3.9333499999999995,4.2820773333333335,6.157716000000001,4.8609573333333325,6.3660146666666675,4.083315333333334,5.6856469999999995,6.140390666666668,5.261818666666667,6.346702333333333
44,3.9521056666666663,4.461765333333333,7.526636333333333,4.463593333333334,6.962696666666666,4.441261333333333,5.549987333333333,6.939013333333333,4.947344333333334,6.005049
45,3.9763446666666664,4.043022666666666,7.587353,4.304329666666667,6.968021333333333,4.933357333333333,6.036599333333332,5.3505899999999995,4.782994666666667,5.456288666666667
46,4.0307043333333334,4.3613116666666665,8.521715666666667,4.8686663333333335,7.028341666666667,5.100965666666667,5.0224459999999995,5.413055666666668,5.226056,4.945675333333333
47,4.0722689999999995,4.099925333333333,7.892370666666667,4.220883,6.844123333333333,4.387060666666667,5.855639666666666,5.187352333333334,5.565960999999999,4.3342909999999994
48,4.044374,4.273017333333333,7.404645333333334,4.724343333333334,6.09533,4.402001666666667,5.3482856666666665,4.480679666666666,5.077918666666666,6.045341333333333
49,4.020611,4.084428666666667,7.010221333333334,4.332621666666667,5.0241153333333335,4.108032,7.215341,4.518588333333334,4.864295333333334,8.476655
50,3.9507546666666666,4.296064333333333,7.079283666666666,5.0387379999999995,5.1229000000000005,3.9806360000000005,6.731351000000001,5.401452,4.297733333333333,9.408076666666666
51,4.058997000000001,3.843387,5.880355999999999,4.7957106666666665,5.009412666666667,4.525343333333333,7.066329333333333,6.111304333333333,5.232652000000001,8.060773333333334
52,4.004717,4.79571,6.712119333333334,4.528681333333334,4.786015,4.4113793333333335,6.977637666666666,6.974299666666667,4.654328,9.063720666666667
53,4.123608666666667,4.066388,5.077282333333334,4.803737333333333,4.927238,4.35551,7.094065666666668,6.967942,4.403670666666667,7.6130233333333335
54,4.1000049999999995,4.689295666666666,5.739132666666666,4.237731666666667,5.028009333333333,4.547278333333334,5.908727333333334,6.390332999999999,4.960695666666666,7.747253000000001
55,3.9823056666666665,5.387306,5.646944333333333,4.173199333333334,4.067659,4.46399,6.357272333333333,5.576054,4.759708666666666,6.989002333333333
56,3.974358,4.993597333333334,6.210009,4.853407,4.919290666666666,5.067745666666666,5.072990999999999,5.363384666666666,4.3930213333333334,6.129980333333333
57,4.055738333333333,4.447301333333333,6.117661666666667,4.113992666666667,5.006551666666667,4.545053,5.712986,6.757021000000001,4.358768666666667,5.1830609999999995
58,3.9430460000000003,4.447063,6.174405,4.347721333333333,5.177021,4.153013333333334,6.648381333333333,5.621989666666667,4.854043333333333,5.710919333333334
59,4.094283333333333,4.009008333333333,5.423069000000001,5.300760333333334,5.731900333333333,5.281686666666666,5.4840246666666665,5.288283,4.788001,6.628036666666667
60,4.007657,3.927628,5.040963666666666,4.207611,5.478938333333333,5.1705836666666665,4.883607333333333,5.491972,4.8612753333333325,5.821307666666666
61,4.043976333333333,4.165649,5.024671666666667,4.951556666666666,5.461693,5.215644666666667,6.223996333333333,5.625009666666667,5.230982999999999,5.620797333333333
62,3.991683333333333,4.204670666666666,5.594015,4.547913666666667,5.395889333333334,5.353053666666667,5.586068333333333,7.388353333333334,4.211664333333334,6.575346
63,4.058996666666666,4.276673,6.624698666666667,4.352649333333333,4.327058666666667,5.340019666666667,4.606803333333333,6.544749,4.993200333333333,6.500085333333334
64,3.9979616666666664,3.837029,5.3927103333333335,4.411697,4.432917000000001,4.745641999999999,5.104303333333333,8.712053333333333,5.193074333333333,5.492289666666665
65,4.044294333333333,4.179080333333333,5.647977,4.528999333333333,4.591306,5.0327779999999995,4.548232,7.2276593333333325,6.1616893333333325,5.613962666666667
66,4.0046376666666665,4.1427613333333335,5.919933333333334,4.648685666666667,4.559357666666667,4.765987,5.1709016666666665,7.507006666666666,6.347656333333333,5.776723333333334
67,3.9580663333333335,4.29821,5.9157210000000005,4.754305,4.733722,4.450003333333334,5.378007666666666,6.905317666666666,5.807002999999999,5.014339666666667
68,4.060348,3.915707,6.025711666666666,4.492998666666666,5.046367333333333,4.829088666666666,5.493959,6.067911666666667,5.321740666666667,4.959106333333334
69,4.045645666666666,4.290660333333334,5.588690666666667,4.448413666666666,6.455342000000001,4.202047666666666,6.576220333333333,5.7404839999999995,5.081017666666667,4.642089
70,3.9305686666666664,3.926992333333333,5.868991,4.267374666666666,5.616267666666666,4.097621,5.588452,4.899025,4.2363013333333335,5.858659333333333
71,4.068056666666666,4.054546333333334,7.237752333333333,4.882653666666666,6.373008,3.970623,6.795009,5.3646563333333335,5.447308333333333,5.032698333333333
72,4.042625666666667,4.0587583333333335,7.964690666666666,5.319674666666667,6.037314333333334,3.7836233333333333,6.645043666666666,4.662354666666666,4.616975333333333,5.569776
73,4.117965666666667,4.285971,7.687012666666667,4.565318666666666,7.282098333333334,3.896316,5.901018666666666,5.960385,6.191969333333334,5.317052333333334
74,4.123449666666667,3.990332,7.910728333333334,4.678964333333334,7.3099929999999995,5.399147666666667,5.322297333333334,6.240288,5.576293,5.585034666666666
75,3.9045810000000003,4.435936333333333,7.535298999999999,4.573981,5.943298333333334,4.62691,5.281686666666666,6.762425,5.898396333333333,4.854679
76,4.013538,3.9510726666666667,6.970246666666667,5.154371,5.507231,4.4997533333333335,5.996624333333334,7.052024333333333,5.412022666666666,6.329377666666666
