id,2 Nodes,4 Nodes,8 Nodes,16 Nodes,32 Nodes,64 Nodes,128 Nodes,256 Nodes
0,17.62159666666667,18.428127,19.48243383333333,20.260294208333335,30.391395145833332,96.33924563541666,,
1,20.147403,19.754648,22.76655033333334,23.999085000000004,38.871352916666666,141.53611164583324,,
2,14.671325666666666,14.537533000000002,15.148500416666666,18.983403708333334,30.127873041666664,143.39992155208333,,
3,23.983320000000003,14.886299499999998,16.850153583333334,17.879674874999996,26.830976166666662,154.08340586458328,,
4,14.642953666666665,14.34501,15.077054666666669,18.751303416666666,21.64610725,159.37708071875002,,
5,16.12901666666667,14.553427666666666,14.878272833333334,18.089890500000006,23.41695627083334,168.46873114583335,,
6,15.178044666666665,15.243291499999998,20.336369833333332,18.956323583333337,26.786083895833332,194.4317693854166,,
7,14.968395,16.712506166666667,18.310169333333334,19.072214833333334,25.62271058333334,201.9797116145833,,
8,16.714254999999998,37.1474825,22.703011833333335,19.376446875000003,26.17622904166666,218.09862295833332,,
9,16.73738133333333,18.538991166666666,22.706111333333336,17.530500833333335,23.97948014583334,231.53527326041663,,
10,15.335082666666665,27.92565,30.28466333333333,17.126838458333335,22.225072020833334,243.07044347916658,,
11,14.576593666666666,13.469695999999999,19.61765683333333,17.191270916666664,22.083481229166665,250.04788490624995,,
12,16.061067666666663,15.166958000000001,27.708748583333332,18.253684166666662,20.932604916666666,275.4005590625,,
13,17.132997666666668,15.7463555,30.256489916666666,17.335017458333333,21.39887722916667,300.1774673854167,,
14,26.266972,14.538606166666668,34.32466591666667,17.005274666666665,20.99284033333333,311.28694856249996,,
15,17.401774666666668,16.8730815,16.239861666666666,20.615826125,24.72082777083334,326.6740142916666,,
16,14.924287666666666,15.454530666666665,19.715031166666666,17.593165250000002,24.474536520833336,350.61082244791663,,
17,15.683651,15.193263500000002,28.159121666666667,19.92725329166667,23.463552249999996,367.23906297916665,,
18,15.088717,14.881611,28.971970166666665,18.00649375,25.857398937499998,381.94660091666657,,
19,15.299558666666668,16.156276166666665,15.418648499999996,21.19857070833334,26.938145270833346,415.61983771875003,,
20,14.978329333333333,15.294035166666667,20.908216500000005,19.763409999999997,24.155606791666667,435.6244827083333,,
21,15.497684333333334,16.90483083333333,16.223947250000002,25.34545483333333,24.91314708333333,463.87404197916675,,
22,15.059948333333333,16.999165166666668,13.754844666666665,21.59507075,25.2653558125,478.3846611666666,,
23,15.811681666666667,20.021796333333334,18.931647166666664,18.386185208333334,25.115182062499997,510.03260666666665,,
24,16.43761,16.462962,15.168865749999997,19.2169745,32.7594279375,544.8893655625001,,
25,20.295381666666668,21.271546500000003,13.83864908333333,17.291824083333335,42.44553545833333,587.5431572083334,,
26,23.899316333333335,14.322042333333334,16.374428833333333,19.09261941666667,44.66490443749999,614.4205456145835,,
27,16.264359,20.547986,21.08774575,22.362073291666665,49.802511958333326,640.36114509375,,
28,15.874704,21.075487166666665,19.2094445,19.97584116666667,59.62630606249999,674.0626220624998,,
29,16.829331666666665,14.15503033333333,14.23968875,19.80072254166667,58.694730166666666,703.4108911458334,,
30,15.498956,14.607985833333332,21.459956916666666,21.964560125000002,69.73264616666667,725.2105624270833,,
31,15.978257,14.198502166666666,13.639668666666667,24.763375541666672,67.23014512499999,741.98791134375,,
32,16.635020666666666,14.639973500000002,13.478299,19.716123749999998,69.59776577083333,756.8883672083333,,
33,22.890011666666666,14.102299833333333,16.732275416666663,22.017508833333334,74.68158004166668,782.4883659895833,,
34,19.980987,16.424973833333333,13.378322083333332,18.744220500000004,70.05933425,814.2228896145831,,
35,16.441901333333334,13.444702,13.409833249999998,20.373086125000004,88.631779,842.7923222708336,,
36,18.018007,13.064781833333333,13.040224583333334,20.657688374999996,85.12216320833332,866.28498640625,,
37,62.50460933333333,13.611475499999997,13.670782166666669,18.778006333333334,80.35738277083334,899.4029734687501,,
38,34.95836233333333,14.019131666666667,30.765036750000004,17.522106541666666,78.80099125,936.0268413437499,,
39,18.432219666666665,13.891855666666666,15.75847475,19.010176333333334,79.7098974375,962.5488296041667,,
40,15.994628333333333,13.735651833333334,30.704975,17.80361920833333,68.11506539583333,999.8354936354166,,
41,17.698367333333334,13.958652666666666,22.015392833333337,21.16025483333333,61.63097916666666,1051.8030524583332,,
42,16.769647666666668,14.487346166666667,16.3234275,18.86718470833333,58.44700837499999,1077.6438489791667,,
43,30.15931466666667,14.747222500000001,22.664686000000003,19.777327708333328,58.57403583333333,1103.9910887499998,,
44,15.407005666666665,14.531492833333333,17.774244250000002,18.687894083333337,61.96223697916667,1143.0364400104165,,
45,15.153726,17.244299166666668,15.202065333333332,20.79708391666666,65.34371779166666,1193.412301458333,,
46,15.361626999999999,15.345016999999999,15.536149583333334,22.173811958333335,68.85945293750002,1218.7971670520835,,
47,15.619277666666667,17.401298,24.22006933333334,18.83170995833333,79.62257660416664,1245.42389815625,,
48,15.803337333333332,14.502167666666667,27.269125000000003,20.628949083333335,75.43952270833334,1289.4678835833336,,
49,15.518267666666668,13.921538833333331,16.741931499999996,34.31638079166666,79.28200070833334,1306.5306867812503,,
50,17.069339666666664,15.622774666666666,26.674707916666662,28.966893666666667,76.38650639583334,1332.6241001770834,,
51,15.604734333333335,14.762163166666667,17.348150416666662,36.84699545833333,71.35667910416667,1378.314030625,,
52,18.444378666666665,14.322320666666668,17.28334033333333,47.544072,62.46086462499998,1418.3684861145832,,
53,15.763919000000001,14.789978666666665,22.39503458333333,37.65324754166667,70.40627306250002,1449.9663412812497,,
54,14.012336666666668,15.336314666666667,17.5682505,42.867084250000005,69.80958087500001,1472.7204268124997,,
55,17.485062,14.270782499999997,15.675683666666666,38.500130125,67.58599472916667,1496.6949150104165,,
56,16.563415666666668,15.811323999999999,14.238635583333332,42.83433145833333,75.58529079166668,1532.9194541249997,,
57,16.608635666666668,16.64276933333333,26.324053666666668,40.703604666666656,72.96086850000002,1581.4404016354165,,
58,16.87264433333333,21.9106675,24.082402583333334,35.952299958333334,79.95127139583334,1618.4044182291664,,
59,15.475432,15.301863333333335,16.295750916666666,28.6284685,79.08923925,1642.229336041666,,
60,15.495697333333334,16.6288215,21.96085458333333,32.297005249999984,70.94611722916666,1704.4235616875003,,
61,15.610615666666666,18.440167166666665,15.669325999999998,29.653350333333336,62.70768245833332,1754.8339465937497,,
62,15.410264666666668,20.639022166666667,14.918247833333334,28.74307833333334,53.95402012500001,1805.4184318020834,,
63,16.076644666666667,15.4899755,19.044577999999994,27.47966845833334,45.85549747916667,1835.521653322916,,
64,15.268643333333335,15.421430333333333,14.485080916666668,21.982858583333336,44.5110004375,1865.386970375,,
65,15.686591666666667,15.388051500000001,14.730751499999998,23.626784375,39.08636172916666,1919.6936190208332,,
66,16.221284666666666,15.428702000000001,14.477610500000003,20.203063916666665,39.94723656249999,1974.0840991145842,,
67,15.842994,18.652042166666668,21.963119583333334,20.094434458333335,42.8653011875,2045.4389278645833,,
68,16.28867766666667,19.780158999999998,20.196179416666666,18.014102958333332,49.19316379166667,2078.7214016041667,,
69,17.676671,14.588833,16.41841725,18.25637625,55.73010433333334,2121.277014427083,,
70,17.84531266666667,13.955116333333335,23.479242916666664,19.11037166666667,56.4427573125,2177.72912475,,
71,15.216748333333333,14.422456333333335,14.599839750000001,18.69044683333333,67.77890020833333,2218.7655692708336,,
72,14.364083333333333,14.88924,15.803734500000003,19.378125625,67.57058202083333,2269.507080302083,,
73,15.952349,15.256683,18.515626499999996,18.757532083333338,80.01231141666663,2333.707990729167,,
74,16.075372666666667,16.123970166666666,13.333002749999999,20.831604875000004,87.68979712500003,2400.1538628750004,,
75,16.435623333333336,17.275214333333334,13.492206833333334,19.240945499999995,75.54111370833333,2448.5828256041664,,
76,15.475591,17.979264,13.559282000000001,19.446521958333328,87.59005358333336,2526.478576197916,,
77,16.281366333333334,14.846643,17.50415566666667,19.331355833333333,88.61469227083332,2567.0829043020835,,
78,16.978661,16.695896833333332,16.115725083333334,18.703987208333327,100.47830633333332,2604.709029114583,,
79,17.035405,14.207879666666669,15.205144833333335,24.469713374999998,129.69257427083332,2660.204246645834,,
80,16.532977666666667,14.060537000000002,18.951118083333334,21.370738666666668,119.064341,2707.3062633749996,,
81,20.912011333333332,15.823006833333332,16.0297155,35.412669125,128.4867325625,2781.8021128437504,,
82,18.469651333333335,14.070828666666666,17.575740749999998,24.212767666666664,120.53259218749999,2843.1822136041665,,
83,19.424994666666667,13.711690500000001,20.090103250000002,17.255385666666665,126.98401502083333,2881.554471968751,,
84,17.581622,13.975461166666667,18.67457225,18.903116375,127.32035425,2965.1236981145835,,
